Package,OpenSSF_SS,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
aws-cdk-aws-kms,4.59,5.41,0.439249359,4.39249359,90,1,9384,aws-cdk-aws-kms-1.198.1,18,6.80E-05,0.005,20,3.600831197
aws-cdk-aws-events,4.59,5.41,0.439249359,4.39249359,90,1,9383,aws-cdk-aws-events-1.198.1,10,4.80E-05,0.00201,20,3.600831197
aws-cdk-aws-lambda,4.59,5.41,0.439249359,4.39249359,90,1,9370,aws-cdk-aws-lambda-1.198.1,24,4.00E-05,0.00046,39,3.600831197
aws-cdk-aws-cloudwatch,4.59,5.41,0.439249359,4.39249359,90,1,9377,aws-cdk-aws-cloudwatch-1.198.1,12,5.30E-05,0.00295,20,3.600831197
aws-cdk-aws-logs,4.59,5.41,0.439249359,4.39249359,90,1,9385,aws-cdk-aws-logs-1.198.1,12,3.90E-05,0.00098,26,3.600831197
aws-cdk-aws-efs,4.59,5.41,0.439249359,4.39249359,90,1,9382,aws-cdk-aws-efs-1.198.1,11,3.60E-05,0.00048,29,3.600831197
statsmodels,4.51,5.49,0.518383165,5.18383165,90,1,264,statsmodels-0.13.5,68,0.000315,0.02691,25,3.891277217
google-cloud-vision,4.49,5.51,0.737868891,7.37868891,90,1,2394,google-cloud-vision-3.4.1,3,3.50E-05,0,51,4.62956297
kivy,4.27,5.73,0.614348902,6.14348902,90,1,6592,kivy-2.1.0,14,0.000216,0.0047,32,4.291163007
google-cloud-ndb,4.22,5.78,0.743451966,7.43451966,90,1,2873,google-cloud-ndb-2.1.1,7,3.60E-05,0.00048,67,4.73817322
slackclient,4.03,5.97,0.600329624,6.00329624,90,1,2087,slackclient-2.9.4,5,7.10E-05,0.00185,26,4.32443208
google-cloud-translate,4,6,0.726369484,7.26369484,90,1,7308,google-cloud-translate-3.11.1,5,4.20E-05,0.00046,61,4.754564947
torchdata,3.7,6.3,0.652340668,6.52340668,90,1,2740,torchdata-0.6.0,5,5.10E-05,0.00096,91,4.607802227
mitmproxy,3.43,6.57,0.629930575,6.29930575,90,1,5919,mitmproxy-5.3.0,26,3.70E-05,0.00046,43,4.623101917
chardet,3.38,6.62,0.740379799,7.40379799,90,1,138,chardet-5.1.0,43,0.000458,0.0204,1,5.007932663
simpleitk,3.35,6.65,0.636978567,6.36978567,90,1,602,simpleitk-2.2.1,6,6.90E-05,0.00283,1,4.67326189
submitit,3.03,6.97,0.686054831,6.86054831,90,1,10974,submitit-1.4.5,3,5.00E-05,0.00046,3,4.943516103
extract-msg,2.7,7.3,0.619215326,6.19215326,90,1,7894,extract-msg-0.29.0,6,3.90E-05,0.00048,9,4.830717753
redislite,2.35,7.65,0.75524108,7.5524108,90,1,721,redislite-6.2.805324,4,3.60E-05,0.00046,6,5.4008036
future,0,10,0.671641247,6.71641247,90,1,129,future-0.18.3,154,0.001809,0.07324,1,5.905470823
pyspark,0,10,0.395745468,3.95745468,90,1,6629,pyspark-3.4.0,5,6.60E-05,0.00183,2,4.985818227
thrift,0,10,0.671641247,6.71641247,90,1,1075,thrift-0.16.0,11,0.000144,0.00427,3,5.905470823
looker-sdk,0,10,0.601524518,6.01524518,90,1,4150,looker-sdk-23.6.0,5,5.00E-05,0.00046,34,5.671748393
fakeredis,0,10,0.568839858,5.68839858,90,1,4060,fakeredis-1.1.0,4,4.20E-05,0.00046,6,5.562799527
oci,0,10,0.733354928,7.33354928,90,1,9995,oci-2.98.0,7,3.90E-05,0.00046,14,6.111183093
awslambdaric,0,10,0.640042858,6.40042858,90,1,12397,awslambdaric-2.0.4,2,5.00E-05,0.00046,2,5.80014286
python-semantic-release,0,10,0.700979631,7.00979631,90,1,3860,python-semantic-release-7.28.1,12,4.00E-05,0.00046,71,6.003265437
nextcord,0,10,0.518066187,5.18066187,90,1,3703,nextcord-2.2.0,3,3.70E-05,0.00046,27,5.393553957
textual,0,10,0.645770809,6.45770809,90,1,1320,textual-0.1.18,5,8.20E-05,0.00187,4,5.81923603
django-tastypie,0,10,0.692087643,6.92087643,90,1,9092,django-tastypie-0.14.5,3,3.80E-05,0.00046,5,5.973625477
geemap,0,10,0.742363633,7.42363633,90,1,4999,geemap-0.20.5,17,3.70E-05,0.00046,164,6.14121211
charset-normalizer,7.54,2.46,0.753981657,7.53981657,91,0.9,33,charset-normalizer-3.1.0,11,0.001572,0.054054,1,3.63327219
certifi,6.41,3.59,0.607135444,6.07135444,91,0.9,32,certifi-2022.12.7,142,0.003763,0.123986,1,3.52045148
google-cloud-orchestration-airflow,6.27,3.73,0.789801136,7.89801136,91,0.9,5834,google-cloud-orchestration-airflow-1.7.1,3,3.50E-05,0,51,4.176003787
azure-keyvault-certificates,6,4,0.413258936,4.13258936,91,0.9,7025,azure-keyvault-certificates-4.2.1,5,5.00E-05,0.00094,44,3.01086312
tensorstore,5.76,4.24,0.693362502,6.93362502,91,0.9,6536,tensorstore-0.1.35,5,5.10E-05,0.00196,2,4.024541673
lxml,5.65,4.35,0.266529022,2.66529022,91,0.9,228,lxml-4.9.2,291,0.003007,0.13769,1,2.638430073
wheel,5.62,4.38,0.643444469,6.43444469,91,0.9,274,wheel-0.40.0,58,0.000893,0.02821,1,3.904814897
pygments,5.62,4.38,0.627188997,6.27188997,91,0.9,57,pygments-2.15.0,117,0.001492,0.06241,1,3.85062999
pycryptodomex,5.57,4.43,0.651675483,6.51675483,91,0.9,137,pycryptodomex-3.17,25,0.000327,0.01216,1,3.948918277
pycryptodome,5.57,4.43,0.634173958,6.34173958,91,0.9,112,pycryptodome-3.17,47,0.000704,0.02287,1,3.89057986
connexion,5.54,4.46,0.531633269,5.31633269,91,0.9,210,connexion-2.14.1,10,4.00E-05,0.00046,59,3.558777563
mediapipe,5.54,4.46,0.74221309,7.4221309,91,0.9,1492,mediapipe-0.9.2.1,15,8.50E-05,0.00274,35,4.2607103
frozenlist,5.49,4.51,0.69515444,6.9515444,91,0.9,64,frozenlist-1.3.3,8,0.00041,0.00938,1,4.1205148
ujson,5.49,4.51,0.651022415,6.51022415,91,0.9,562,ujson-5.7.0,36,0.000369,0.01748,1,3.97340805
dnspython,5.43,4.57,0.712805703,7.12805703,91,0.9,134,dnspython-2.3.0,27,0.001,0.01394,1,4.199352343
kombu,5.35,4.65,0.671641247,6.71641247,91,0.9,3526,kombu-5.2.4,6,5.20E-05,0.00207,3,4.088804157
dask,5.3,4.7,0.599804981,5.99804981,91,0.9,565,dask-2023.4.0,50,0.000183,0.01551,96,3.866016603
authlib,5.3,4.7,0.715091095,7.15091095,91,0.9,1111,authlib-1.2.0,2,4.30E-05,0.00048,5,4.25030365
tensorboard,5.24,4.76,0.568396287,5.68396287,91,0.9,683,tensorboard-2.12.2,22,6.60E-05,0.00382,61,3.781320957
tensorboard-data-server,5.24,4.76,0.572926092,5.72926092,91,0.9,688,tensorboard-data-server-0.7.0,1,3.80E-05,0.00062,1,3.796420307
omegaconf,5.22,4.78,0.615846912,6.15846912,91,0.9,351,omegaconf-2.3.0,5,0.000118,0.0017,3,3.946156373
filelock,5.16,4.84,0.60816995,6.0816995,91,0.9,299,filelock-3.11.0,38,0.000473,0.02306,1,3.9405665
xgboost,5.16,4.84,0.54611256,5.4611256,91,0.9,1596,xgboost-1.7.5,10,6.20E-05,0.00366,9,3.733708533
pluggy,5.14,4.86,0.606995648,6.06995648,91,0.9,1016,pluggy-1.0.0,19,0.000344,0.01229,1,3.943318827
importlib-resources,5.14,4.86,0.75712155,7.5712155,91,0.9,1090,importlib-resources-5.12.0,29,0.000321,0.01451,1,4.4437385
uvicorn,5.14,4.86,0.608885295,6.08885295,91,0.9,338,uvicorn-0.13.4,10,5.00E-05,0.00091,12,3.94961765
inflect,5.14,4.86,0.755011167,7.55011167,91,0.9,1645,inflect-6.0.4,11,0.000106,0.00475,11,4.43670389
optuna,5.11,4.89,0.659978473,6.59978473,91,0.9,7410,optuna-3.1.1,10,4.50E-05,0.00091,17,4.129928243
jax,5.08,4.92,0.613171684,6.13171684,91,0.9,679,jax-0.4.8,26,0.00017,0.0107,11,3.983905613
jaxlib,5.08,4.92,0.61289332,6.1289332,91,0.9,6538,jaxlib-0.4.7,18,0.000109,0.00683,10,3.982977733
tokenizers,5.05,4.95,0.614749671,6.14749671,91,0.9,1942,tokenizers-0.13.3,7,6.90E-05,0.00376,1,3.99916557
stripe,5.05,4.95,0.583135689,5.83135689,91,0.9,5599,stripe-2.76.0,2,4.10E-05,0.00046,28,3.89378563
splunk-sdk,5.05,4.95,0.647359955,6.47359955,91,0.9,3385,splunk-sdk-1.7.3,1,3.80E-05,0.00046,1,4.107866517
google-resumable-media,5.03,4.97,0.74753947,7.4753947,91,0.9,1261,google-resumable-media-2.4.1,7,9.20E-05,0.00362,2,4.4484649
loguru,5.03,4.97,0.744367707,7.44367707,91,0.9,995,loguru-0.6.0,20,0.000216,0.00961,1,4.437892357
numexpr,4.97,5.03,0.681234555,6.81234555,91,0.9,1432,numexpr-2.8.4,11,0.000104,0.00461,3,4.247448517
google-cloud-core,4.95,5.05,0.74518312,7.4518312,91,0.9,1259,google-cloud-core-2.3.2,19,0.000218,0.00794,59,4.467277067
zope-interface,4.92,5.08,0.499574396,4.99574396,91,0.9,594,zope-interface-6.0,98,0.001404,0.0558,2,3.65858132
apache-airflow,4.92,5.08,0.407805441,4.07805441,91,0.9,10387,apache-airflow-2.5.3,61,6.50E-05,0.00046,190,3.352684803
distributed,4.92,5.08,0.618979769,6.18979769,91,0.9,566,distributed-2023.4.0,25,5.90E-05,0.00401,96,4.05659923
apache-airflow-providers-http,4.92,5.08,0.554740784,5.54740784,91,0.9,10390,apache-airflow-providers-http-4.3.0,5,3.60E-05,0.00048,54,3.84246928
apache-airflow-providers-imap,4.92,5.08,0.554889477,5.54889477,91,0.9,10391,apache-airflow-providers-imap-3.1.1,1,3.60E-05,0.00048,1,3.842964923
apache-airflow-providers-ftp,4.92,5.08,0.418313998,4.18313998,91,0.9,10389,apache-airflow-providers-ftp-3.3.1,1,3.60E-05,0.00048,1,3.387713327
apache-airflow-providers-sqlite,4.92,5.08,0.417826281,4.17826281,91,0.9,10392,apache-airflow-providers-sqlite-3.3.1,2,3.60E-05,0.00048,3,3.386087603
readme-renderer,4.89,5.11,0.612990947,6.12990947,91,0.9,189,readme-renderer-37.3,8,5.20E-05,0.00175,8,4.04663649
rapidfuzz,4.86,5.14,0.6027596,6.027596,91,0.9,989,rapidfuzz-2.15.1,4,0.000232,0.00192,1,4.022532
firebase-admin,4.86,5.14,0.602244847,6.02244847,91,0.9,1256,firebase-admin-6.1.0,8,5.50E-05,0.00091,84,4.020816157
greenlet,4.84,5.16,0.548385084,5.48385084,91,0.9,809,greenlet-2.0.2,24,0.0014,0.01547,1,3.84795028
identify,4.81,5.19,0.565114526,5.65114526,91,0.9,3016,identify-2.5.22,4,6.10E-05,0.00196,1,3.913715087
petl,4.81,5.19,0.709899682,7.09899682,91,0.9,1634,petl-1.7.12,2,4.00E-05,0.00096,1,4.396332273
jsonschema,4.78,5.22,0.566904786,5.66904786,91,0.9,95,jsonschema-4.17.3,118,0.0008,0.05165,18,3.92968262
argcomplete,4.78,5.22,0.722857057,7.22857057,91,0.9,2513,argcomplete-1.12.3,1,4.50E-05,0.00046,1,4.449523523
icalendar,4.78,5.22,0.70925116,7.0925116,91,0.9,807,icalendar-5.0.5,6,6.80E-05,0.0019,5,4.404170533
isort,4.73,5.27,0.638005231,6.38005231,91,0.9,2603,isort-5.12.0,10,0.000105,0.00482,1,4.18335077
graphene,4.73,5.27,0.673737466,6.73737466,91,0.9,1203,graphene-2.1.9,22,0.000253,0.00845,7,4.30245822
pyro-ppl,4.73,5.27,0.550201233,5.50201233,91,0.9,6743,pyro-ppl-1.8.4,10,5.30E-05,0.00139,68,3.890670777
imageio,4.7,5.3,0.709105247,7.09105247,91,0.9,376,imageio-2.27.0,36,0.000186,0.01401,10,4.430350823
humanize,4.68,5.32,0.581137313,5.81137313,91,0.9,884,humanize-4.4.0,1,4.50E-05,0.00062,1,4.01045771
phonenumbers,4.68,5.32,0.588493152,5.88493152,91,0.9,2787,phonenumbers-8.12.50,1,6.50E-05,0.00046,1,4.034977173
llvmlite,4.62,5.38,0.551658628,5.51658628,91,0.9,284,llvmlite-0.39.1,3,0.000115,0.00241,1,3.932195427
google-cloud-pubsublite,4.57,5.43,0.763580232,7.63580232,91,0.9,7816,google-cloud-pubsublite-1.8.1,5,3.50E-05,0,54,4.65526744
semver,4.49,5.51,0.671645522,6.71645522,91,0.9,2020,semver-2.10.1,1,3.80E-05,0.00046,1,4.375485073
pytest-asyncio,4.49,5.51,0.742937316,7.42937316,91,0.9,4859,pytest-asyncio-0.21.0,3,4.20E-05,0.00091,11,4.613124387
optax,4.49,5.51,0.72611119,7.2611119,91,0.9,6534,optax-0.1.4,13,5.80E-05,0.00192,20,4.5570373
django-phonenumber-field,4.49,5.51,0.847617759,8.47617759,91,0.9,6337,django-phonenumber-field-7.0.2,2,4.20E-05,0.00046,5,4.962059197
netaddr,4.46,5.54,0.739409448,7.39409448,91,0.9,3722,netaddr-0.8.0,10,0.000139,0.00618,1,4.611364827
simplejson,4.43,5.57,0.598301688,5.98301688,91,0.9,395,simplejson-3.19.1,50,0.001199,0.02679,1,4.151005627
minio,4.43,5.57,0.70104686,7.0104686,91,0.9,9201,minio-7.1.14,3,3.60E-05,0.00046,13,4.493489533
typeguard,4.38,5.62,0.675114937,6.75114937,91,0.9,2192,typeguard-3.0.2,15,0.000239,0.0066,2,4.423716457
kiwisolver,4.35,5.65,0.595092828,5.95092828,91,0.9,9,kiwisolver-1.4.4,14,0.000342,0.021345,1,4.166976093
xlsxwriter,4.32,5.68,0.659347157,6.59347157,91,0.9,658,xlsxwriter-3.1.0,25,0.000166,0.01183,1,4.39115719
cmake,4.32,5.68,0.716892593,7.16892593,91,0.9,315,cmake-3.26.3,1,5.10E-05,0.00055,1,4.58297531
uamqp,4.32,5.68,0.64087855,6.4087855,91,0.9,1584,uamqp-1.6.4,2,4.30E-05,0.00048,2,4.329595167
bitarray,4.3,5.7,0.7221639,7.221639,91,0.9,107,bitarray-2.7.3,9,0.000109,0.0043,1,4.607213
django-cors-headers,4.27,5.73,0.723475437,7.23475437,91,0.9,6970,django-cors-headers-3.13.0,2,3.90E-05,0.00046,4,4.62158479
apscheduler,4.24,5.76,0.723216809,7.23216809,91,0.9,1485,apscheduler-3.10.1,16,0.000102,0.00564,7,4.630722697
gcsfs,4.19,5.81,0.720843684,7.20843684,91,0.9,1557,gcsfs-2023.4.0,10,4.80E-05,0.00139,95,4.639478947
fastparquet,4.19,5.81,0.569384573,5.69384573,91,0.9,10117,fastparquet-2023.2.0,7,4.10E-05,0.00091,60,4.134615243
gradio-client,4.16,5.84,0.671641247,6.71641247,91,0.9,6444,gradio-client-0.1.3,8,3.70E-05,0.00048,65,4.485470823
django-filter,4.16,5.84,0.670713345,6.70713345,91,0.9,1598,django-filter-23.1,5,6.80E-05,0.00183,5,4.482377817
discord-py,4.11,5.89,0.497976846,4.97976846,91,0.9,5966,discord-py-2.2.2,5,0.00014,0.00187,26,3.923256153
discord,4.11,5.89,0.518287016,5.18287016,91,0.9,10574,discord-2.2.2,2,3.90E-05,0.00046,27,3.99095672
httptools,4.08,5.92,0.765845585,7.65845585,91,0.9,341,httptools-0.1.2,1,4.00E-05,0.0005,1,4.82615195
googleapis-common-protos,4.03,5.97,0.763115661,7.63115661,91,0.9,538,googleapis-common-protos-1.59.0,59,0.00078,0.0303,10,4.83371887
tenacity,4.03,5.97,0.650759763,6.50759763,91,0.9,550,tenacity-8.2.2,19,0.000211,0.00998,1,4.45919921
partd,4.03,5.97,0.759813236,7.59813236,91,0.9,577,partd-1.4.0,5,5.20E-05,0.00211,3,4.822710787
hdbscan,4.03,5.97,0.723331353,7.23331353,91,0.9,2504,hdbscan-0.8.29,7,4.50E-05,0.00091,15,4.70110451
pytest-html,3.97,6.03,0.738219697,7.38219697,91,0.9,4027,pytest-html-1.21.1,3,3.80E-05,0.00046,23,4.770732323
flask-cors,3.92,6.08,0.745635561,7.45635561,91,0.9,211,flask-cors-3.0.10,21,0.000114,0.00788,22,4.812118537
parse,3.84,6.16,0.768623697,7.68623697,91,0.9,1041,parse-1.19.0,8,0.000131,0.00399,1,4.915412323
pyflakes,3.78,6.22,0.716596895,7.16596895,91,0.9,2569,pyflakes-3.0.1,4,7.80E-05,0.00203,1,4.76198965
fastavro,3.78,6.22,0.44844627,4.4844627,91,0.9,1049,fastavro-1.7.3,3,5.70E-05,0.00139,1,3.868154233
dill,3.76,6.24,0.875266364,8.75266364,91,0.9,164,dill-0.3.6,52,0.000415,0.02554,1,5.297554547
joblib,3.73,6.27,0.55422828,5.5422828,91,0.9,244,joblib-1.2.0,83,0.000723,0.04613,1,4.2374276
ansible-core,3.7,6.3,0.444224924,4.44224924,91,0.9,1351,ansible-core-2.14.4,7,8.80E-05,0.00052,14,3.880749747
google-cloud-aiplatform,3.62,6.38,0.716396937,7.16396937,91,0.9,3738,google-cloud-aiplatform-1.24.0,13,5.60E-05,0.00137,76,4.814656457
pygame,3.59,6.41,0.440866313,4.40866313,91,0.9,1342,pygame-2.3.0,41,0.000556,0.01876,1,3.906221043
openai,3.51,6.49,0.755717343,7.55717343,91,0.9,2305,openai-0.27.4,6,8.00E-05,0.00139,47,4.982391143
spacy,3.46,6.54,0.474787772,4.74787772,91,0.9,1382,spacy-3.5.2,40,0.000246,0.0088,125,4.062625907
social-auth-app-django,3.22,6.78,0.586708796,5.86708796,91,0.9,11508,social-auth-app-django-4.0.0,3,4.20E-05,0.00048,43,4.515695987
databricks-cli,3.19,6.81,0.57980099,5.7980099,91,0.9,6826,databricks-cli-0.17.6,9,5.30E-05,0.00142,35,4.502669967
umap-learn,3.19,6.81,0.641052331,6.41052331,91,0.9,955,umap-learn-0.5.3,11,4.80E-05,0.00183,20,4.706841103
ua-parser,2.7,7.3,0.677654235,6.77654235,91,0.9,2412,ua-parser-0.16.1,3,0.000131,0.00142,1,4.992180783
astroid,0,10,0.515121592,5.15121592,91,0.9,2602,astroid-2.15.2,5,4.30E-05,0.00105,4,5.350405307
tensorflow-estimator,0,10,0.642168592,6.42168592,91,0.9,684,tensorflow-estimator-2.12.0,1,5.10E-05,0.00152,1,5.773895307
cleo,0,10,0.882775504,8.82775504,91,0.9,9588,cleo-2.0.1,3,3.70E-05,0.0005,3,6.575918347
ipywidgets,0,10,0.650128916,6.50128916,91,0.9,450,ipywidgets-8.0.6,38,0.000455,0.01582,39,5.80042972
trio-websocket,0,10,0.707302245,7.07302245,91,0.9,1567,trio-websocket-0.10.2,8,0.000235,0.00351,14,5.991007483
fire,0,10,0.731770395,7.31770395,91,0.9,3076,fire-0.5.0,27,0.000256,0.01152,3,6.072567983
validators,0,10,0.670220531,6.70220531,91,0.9,1636,validators-0.20.0,26,0.000217,0.01179,2,5.86740177
kfp-server-api,0,10,0.64032791,6.4032791,91,0.9,3744,kfp-server-api-1.8.5,5,3.70E-05,0.0005,16,5.7677597
qtconsole,0,10,0.696463892,6.96463892,91,0.9,453,qtconsole-5.4.2,23,6.60E-05,0.00425,47,5.95487964
hatchling,0,10,0.631612884,6.31612884,91,0.9,2985,hatchling-1.14.0,16,0.000227,0.00462,7,5.738709613
onnxruntime,0,10,0.465059418,4.65059418,91,0.9,10966,onnxruntime-1.14.1,7,4.20E-05,0.00046,9,5.183531393
rasterio,0,10,0.589463987,5.89463987,91,0.9,1542,rasterio-1.3.6,27,0.000123,0.00745,13,5.59821329
appium-python-client,0,10,0.643160688,6.43160688,91,0.9,7697,appium-python-client-0.47,2,5.00E-05,0.00046,16,5.777202293
dj-database-url,0,10,0.591268663,5.91268663,91,0.9,631,dj-database-url-0.5.0,1,4.50E-05,0.00046,1,5.604228877
requests-cache,0,10,0.587670809,5.87670809,91,0.9,1638,requests-cache-1.0.1,19,0.000143,0.00564,36,5.59223603
luigi,0,10,0.505522647,5.05522647,91,0.9,1161,luigi-3.0.2,4,4.50E-05,0.00046,9,5.318408823
sentencepiece,4.86,5.14,0.629722311,6.29722311,92,0.8,2414,sentencepiece-0.1.98,8,6.10E-05,0.00372,1,4.07907437
vcrpy,4.35,5.65,0.633406315,6.33406315,92,0.8,6503,vcrpy-4.2.1,8,6.70E-05,0.00185,11,4.261354383
nbclient,4.08,5.92,0.61126791,6.1126791,92,0.8,488,nbclient-0.7.3,6,4.50E-05,0.00129,28,4.2775597
xarray,3.89,6.11,0.550252534,5.50252534,92,0.8,1545,xarray-2023.4.0,48,0.000227,0.01892,101,4.137508447
sqlalchemy-utils,3.81,6.19,0.628247334,6.28247334,92,0.8,1679,sqlalchemy-utils-0.41.0,6,6.40E-05,0.00205,4,4.42415778
python-dotenv,3.54,6.46,0.580229603,5.80229603,92,0.8,252,python-dotenv-1.0.0,31,0.000391,0.01831,1,4.354098677
installer,3.05,6.95,0.642151618,6.42151618,92,0.8,4321,installer-0.7.0,2,5.10E-05,0.00096,1,4.723838727
markupsafe,6.43,3.57,0.855779958,8.55779958,93,0.7,148,markupsafe-2.1.2,39,0.002057,0.02799,1,4.275933193
google-cloud-iam,6.27,3.73,0.758703033,7.58703033,93,0.7,13055,google-cloud-iam-2.12.0,3,3.50E-05,0,51,4.005676777
google-cloud-artifact-registry,6.27,3.73,0.774823025,7.74823025,93,0.7,7638,google-cloud-artifact-registry-1.8.1,4,3.50E-05,0,52,4.059410083
google-cloud-scheduler,6.27,3.73,0.754784141,7.54784141,93,0.7,11713,google-cloud-scheduler-2.11.0,3,3.50E-05,0,51,3.992613803
google-cloud-private-ca,6.27,3.73,0.767044412,7.67044412,93,0.7,2474,google-cloud-private-ca-1.8.0,4,3.50E-05,0,52,4.033481373
google-cloud-os-config,6.27,3.73,0.779472389,7.79472389,93,0.7,4793,google-cloud-os-config-1.15.1,4,3.90E-05,0.00046,51,4.074907963
google-cloud-dialogflow-cx,6.27,3.73,0.762607008,7.62607008,93,0.7,9424,google-cloud-dialogflow-cx-1.20.1,3,3.50E-05,0,51,4.018690027
google-cloud-recaptcha-enterprise,6.27,3.73,0.768566551,7.68566551,93,0.7,9754,google-cloud-recaptcha-enterprise-1.12.0,3,3.50E-05,0,51,4.03855517
google-cloud-batch,6.27,3.73,0.799077981,7.99077981,93,0.7,5520,google-cloud-batch-0.10.0,3,3.50E-05,0,51,4.140259937
google-cloud-functions,6.27,3.73,0.77691577,7.7691577,93,0.7,9751,google-cloud-functions-1.12.0,4,3.50E-05,0,52,4.0663859
google-cloud-billing,6.27,3.73,0.779580041,7.79580041,93,0.7,1861,google-cloud-billing-1.10.1,4,3.50E-05,0,52,4.075266803
google-cloud-dialogflow,6.27,3.73,0.748201867,7.48201867,93,0.7,2270,google-cloud-dialogflow-2.21.0,3,3.50E-05,0,51,3.97067289
google-cloud-notebooks,6.27,3.73,0.782560894,7.82560894,93,0.7,3739,google-cloud-notebooks-1.6.1,6,3.90E-05,0.00046,52,4.08520298
google-cloud-documentai,6.27,3.73,0.762858654,7.62858654,93,0.7,1297,google-cloud-documentai-2.15.0,4,4.10E-05,0.00046,51,4.019528847
google-cloud-bigquery-reservation,6.27,3.73,0.763335537,7.63335537,93,0.7,10834,google-cloud-bigquery-reservation-1.11.1,3,3.50E-05,0,51,4.021118457
structlog,6.24,3.76,0.639746224,6.39746224,93,0.7,1639,structlog-23.1.0,10,0.000124,0.00473,1,3.61915408
apache-libcloud,5.78,4.22,0.637813862,6.37813862,93,0.7,5076,apache-libcloud-3.7.0,2,3.90E-05,0.00046,28,3.766046207
mne,5.7,4.3,0.477595761,4.77595761,93,0.7,2675,mne-1.3.1,15,5.60E-05,0.00231,73,3.258652537
praw,5.62,4.38,0.658652797,6.58652797,93,0.7,2869,praw-7.7.0,7,6.00E-05,0.00185,31,3.888842657
opentelemetry-exporter-zipkin-json,5.43,4.57,0.541814944,5.41814944,93,0.7,5275,opentelemetry-exporter-zipkin-json-1.8.0,5,5.90E-05,0.00096,33,3.56271648
opentelemetry-exporter-zipkin-proto-http,5.43,4.57,0.541814944,5.41814944,93,0.7,5276,opentelemetry-exporter-zipkin-proto-http-1.8.0,6,5.00E-05,0.00048,35,3.56271648
sqlparse,5.41,4.59,0.638047486,6.38047486,93,0.7,321,sqlparse-0.4.3,18,0.000995,0.01112,1,3.890158287
pymc,5.05,4.95,0.776050493,7.76050493,93,0.7,8247,pymc3-3.11.5,15,4.90E-05,0.00139,133,4.47016831
pyvista,5.05,4.95,0.69499369,6.9499369,93,0.7,3375,pyvista-0.38.5,8,4.50E-05,0.00091,65,4.199978967
networkx,5.03,4.97,0.754782163,7.54782163,93,0.7,265,networkx-3.1,167,0.001291,0.08053,35,4.405940543
homeassistant,4.97,5.03,0.671641247,6.71641247,93,0.7,2573,homeassistant-2023.4.5,27,3.50E-05,0,82,4.148804157
ibis-framework,4.73,5.27,0.552319586,5.52319586,93,0.7,9782,ibis-framework-1.4.0,8,4.10E-05,0.00094,13,3.831065287
cattrs,4.57,5.43,0.743856859,7.43856859,93,0.7,1641,cattrs-22.2.0,16,0.000164,0.00666,5,4.522856197
pandas,4.46,5.54,0.820746042,8.20746042,93,0.7,3,pandas-2.0.0,849,0.006316,0.40139,11,4.81582014
tortoise-orm,4.24,5.76,0.632966091,6.32966091,93,0.7,7953,tortoise-orm-0.19.3,6,3.70E-05,0.00046,7,4.263220303
asgiref,4.19,5.81,0.718521638,7.18521638,93,0.7,320,asgiref-3.6.0,18,0.000991,0.01116,1,4.565072127
graphene-django,4.16,5.84,0.676930227,6.76930227,93,0.7,1193,graphene-django-2.15.0,15,0.000108,0.00322,16,4.43643409
fiona,4.08,5.92,0.785023155,7.85023155,93,0.7,1546,fiona-1.9.3,15,8.70E-05,0.00375,10,4.823410517
watchdog,4,6,0.594156137,5.94156137,93,0.7,2009,watchdog-3.0.0,39,0.000491,0.0185,1,4.21385379
protobuf,0,10,0.796701697,7.96701697,93,0.7,97,protobuf-4.22.3,254,0.00359,0.13133,1,6.22233899
avro,0,10,0.519627176,5.19627176,93,0.7,6683,avro-1.11.1,1,3.60E-05,0.00046,1,5.298757253
gymnasium,0,10,0.515667102,5.15667102,93,0.7,359,gymnasium-0.26.3,4,3.60E-05,0.00059,4,5.285557007
vispy,0,10,0.583613367,5.83613367,93,0.7,1130,vispy-0.12.2,10,5.90E-05,0.00235,6,5.512044557
xds-protos,0,10,0.649163248,6.49163248,93,0.7,2384,xds-protos-0.0.11,3,4.90E-05,0.00048,3,5.73054416
pyarrow,6.54,3.46,0.534830208,5.34830208,94,0.6,578,pyarrow-11.0.0,37,0.000207,0.01706,4,3.136100693
google-cloud-resource-manager,6.27,3.73,0.752782276,7.52782276,94,0.6,2653,google-cloud-resource-manager-1.9.1,6,4.00E-05,0.00052,52,3.952607587
matplotlib,6.24,3.76,0.396813469,3.96813469,94,0.6,1,matplotlib-3.7.1,655,0.004566,0.303955,28,2.776044897
tables,6.24,3.76,0.625031466,6.25031466,94,0.6,1430,tables-3.8.0,23,0.000151,0.00754,9,3.536771553
tensorflow-io-gcs-filesystem,6.16,3.84,0.6379584,6.379584,94,0.6,685,tensorflow-io-gcs-filesystem-0.32.0,2,5.30E-05,0.002,1,3.606528
redis,6.05,3.95,0.790196394,7.90196394,94,0.6,439,redis-4.5.4,53,0.00066,0.02387,3,4.150654647
azure-keyvault-secrets,6,4,0.413309604,4.13309604,94,0.6,7031,azure-keyvault-secrets-4.7.0,5,4.60E-05,0.00048,33,2.911032013
azure-keyvault-keys,6,4,0.412461382,4.12461382,94,0.6,7030,azure-keyvault-keys-4.8.0,6,4.60E-05,0.00048,34,2.908204607
