,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category
357,357,dm-tree-0.1.8,11,0.000088,0.00557,0.768635328,H,T
524,524,rich-10.16.2,9,0.000088,0.00277,0.65949082,M,T
800,800,werkzeug-1.0.1,2,0.000088,0.00164,0.551480512,M,T
867,867,simpleeval-0.9.13,10,0.000088,0.00479,0.685655663,M,T
1351,1351,ansible-core-2.14.4,7,0.000088,0.00052,0.444224924,L,T
1747,1747,asyncpg-0.27.0,7,0.000088,0.00373,0.704354969,M,T
116,116,isoduration-20.11.0,2,0.000087,0.00286,0.699976565,M,T
120,120,uri-template-1.2.0,1,0.000087,0.00286,0.758353403,H,T
487,487,mistune-2.0.5,10,0.000087,0.00523,0.743160829,M,T
506,506,cffi-1.15.0,3,0.000087,0.00097,0.573668716,M,T
771,771,dill-0.3.4,4,0.000087,0.0019,0.875266364,H,T
791,791,cvxopt-1.3.0,7,0.000087,0.00322,0.642166633,M,T
1050,1050,hspylib-0.11.164,17,0.000087,0.00139,0.690592554,M,T
1058,1058,cliff-4.2.0,23,0.000087,0.00634,0.591782514,M,T
1335,1335,httpcore-0.16.3,6,0.000087,0.00134,0.747009623,M,T
1466,1466,urllib3-1.26.2,2,0.000087,0.00161,0.573668716,M,T
1546,1546,fiona-1.9.3,15,0.000087,0.00375,0.785023155,H,T
28,28,docutils-0.17.1,8,0.000086,0.003857,0.573668716,M,T
509,509,jupyter-server-1.24.0,21,0.000086,0.00305,0.500627338,M,T
1053,1053,emoji-2.2.0,6,0.000086,0.00285,0.593941751,M,T
1606,1606,progressbar2-4.2.0,11,0.000086,0.00457,0.573668716,M,T
1925,1925,btrees-5.0,13,0.000086,0.00562,0.535540802,M,T
269,269,patsy-0.5.3,12,0.000085,0.00466,0.767246895,H,T
415,415,mechanicalsoup-1.2.0,7,0.000085,0.00196,0.603915889,M,T
1251,1251,bidict-0.22.1,8,0.000085,0.00384,0.573668716,M,T
1492,1492,mediapipe-0.9.2.1,15,0.000085,0.00274,0.74221309,M,T
1883,1883,pypdf2-3.0.1,12,0.000085,0.00555,0.573668716,M,T
2079,2079,marshmallow-3.9.1,2,0.000085,0.00103,0.65199144,M,T
200,200,bleach-6.0.0,13,0.000084,0.00586,0.700609564,M,T
286,286,faker-18.4.0,6,0.000084,0.00231,0.462968642,L,T
1913,1913,toolz-0.11.2,5,0.000084,0.00233,0.652151859,M,T
535,535,naked-0.1.32,4,0.000083,0.00094,0.809601718,H,T
744,744,pydantic-1.9.1,8,0.000083,0.00279,0.613224668,M,T
868,868,types-requests-2.28.11.17,11,0.000083,0.00481,0.546815019,M,T
940,940,ete3-3.1.2,8,0.000083,0.0037,0.573668716,M,T
1013,1013,pytest-7.1.2,10,0.000083,0.00198,0.456905797,L,T
1229,1229,sphinxcontrib-devhelp-1.0.2,9,0.000083,0.00519,0.573668716,M,T
1231,1231,sphinxcontrib-jsmath-1.0.1,9,0.000083,0.00519,0.573668716,M,T
1232,1232,sphinxcontrib-qthelp-1.0.3,9,0.000083,0.00519,0.573668716,M,T
1273,1273,h2-3.2.0,7,0.000083,0.00233,0.573668716,M,T
1391,1391,srsly-2.4.6,8,0.000083,0.00381,0.685744364,M,T
1476,1476,funcy-2.0,10,0.000083,0.00466,0.751538938,H,T
1635,1635,stringcase-1.2.0,9,0.000083,0.00438,0.717076415,M,T
1644,1644,pyopenssl-19.1.0,7,0.000083,0.00196,0.687555257,M,T
377,377,lazy-loader-0.2,4,0.000082,0.00319,0.668272452,M,T
687,687,ml-dtypes-0.1.0,5,0.000082,0.00171,0.573668716,M,T
753,753,matplotlib-3.7.0,11,0.000082,0.00304,0.396813469,L,T
939,939,arpeggio-2.0.0,2,0.000082,0.00096,0.76073483,H,T
1320,1320,textual-0.1.18,5,0.000082,0.00187,0.645770809,M,T
1882,1882,pydub-0.25.1,5,0.000082,0.0024,0.573668716,M,T
367,367,colorful-0.5.5,5,0.000081,0.00244,0.923863573,H,T
478,478,decorator-4.4.2,4,0.000081,0.00352,0.7537292,H,T
626,626,munch-2.5.0,10,0.000081,0.00446,0.76062461,H,T
1461,1461,pynput-1.7.6,8,0.000081,0.00187,0.74489362,M,T
1509,1509,deepdiff-6.3.0,12,0.000081,0.00543,0.584021188,M,T
88,88,web3-6.2.0,21,0.00008,0.00277,0.573668716,M,T
109,109,eth-keys-0.4.0,9,0.00008,0.00339,0.63623757,M,T
477,477,stack-data-0.6.2,7,0.00008,0.0035,0.713045655,M,T
1028,1028,click-log-0.4.0,11,0.00008,0.00423,0.798256024,H,T
1029,1029,crayons-0.4.0,6,0.00008,0.00233,0.780975257,H,T
1200,1200,constantly-15.1.0,4,0.00008,0.00262,0.657936637,M,T
1228,1228,sphinxcontrib-applehelp-1.0.4,7,0.00008,0.00423,0.717229958,M,T
1230,1230,sphinxcontrib-htmlhelp-2.0.1,7,0.00008,0.00423,0.72586338,M,T
1477,1477,langdetect-1.0.9,12,0.00008,0.00509,0.783539769,H,T
589,589,ffmpeg-python-0.2.0,7,0.000079,0.00233,0.773170421,H,T
696,696,flask-2.0.3,9,0.000079,0.00216,0.763313977,H,T
805,805,hamster-lib-0.13.2,8,0.000079,0.00091,0.664656438,M,T
1402,1402,requests-2.2.1,2,0.000079,0.00091,0.479586308,L,T
1748,1748,jsonschema-2.6.0,10,0.000079,0.00371,0.566904786,M,T
1827,1827,cryptography-2.9.2,4,0.000079,0.00091,0.494391255,L,T
1831,1831,filetype-1.2.0,8,0.000079,0.00368,0.748635892,M,T
1880,1880,premailer-3.10.0,7,0.000079,0.00098,0.724003106,M,T
2032,2032,nvidia-ml-py-11.525.112,2,0.000079,0.00107,0.573668716,M,T
132,132,dbus-next-0.2.3,3,0.000078,0.00137,0.618569859,M,T
215,215,clickclick-20.10.2,7,0.000078,0.00244,0.573668716,M,T
686,686,wrapt-1.14.1,6,0.000078,0.00403,0.644424397,M,T
1199,1199,automat-22.10.0,8,0.000078,0.00312,0.749980862,M,T
1424,1424,docstring-parser-0.15,5,0.000078,0.00246,0.633472179,M,T
1510,1510,flask-restful-0.3.9,14,0.000078,0.00466,0.573668716,M,T
1911,1911,datasets-2.11.0,23,0.000078,0.00368,0.625855725,M,T
1085,1085,holidays-0.23,9,0.000077,0.0024,0.674455247,M,T
1102,1102,pyhamcrest-2.0.4,5,0.000077,0.00235,0.591003602,M,T
1275,1275,hyperframe-5.2.0,2,0.000077,0.00103,0.765127849,H,T
1462,1462,evdev-1.6.1,3,0.000077,0.00146,0.595520168,M,T
1796,1796,pymysql-0.9.3,3,0.000077,0.00142,0.845259904,H,T
414,414,gpsoauth-1.0.2,5,0.000076,0.00153,0.77542685,H,T
496,496,send2trash-1.8.0,11,0.000076,0.00611,0.573668716,M,T
654,654,pyqtgraph-0.13.3,7,0.000076,0.00279,0.662429305,M,T
1384,1384,cymem-2.0.7,5,0.000076,0.00293,0.78064557,H,T
1386,1386,murmurhash-1.0.9,5,0.000076,0.00293,0.773367473,H,T
1528,1528,parsel-1.7.0,12,0.000076,0.00381,0.734073436,M,T
1627,1627,ijson-3.2.0.post0,4,0.000076,0.00192,0.573668716,M,T
1884,1884,python-docx-0.8.11,6,0.000076,0.00235,0.781219796,H,T
1968,1968,hyperopt-0.2.7,16,0.000076,0.00368,0.573668716,M,T
883,883,botocore-1.21.15,6,0.000075,0.00151,0.294020913,L,T
1086,1086,convertdate-2.4.0,6,0.000075,0.00255,0.640772887,M,T
1169,1169,pydantic-openapi-helper-0.2.4,2,0.000075,0.00048,0.804455572,H,T
1551,1551,affine-2.4.0,5,0.000075,0.00264,0.769111939,H,T
1754,1754,google-cloud-bigquery-3.9.0,18,0.000075,0.00329,0.692894368,M,T
1928,1928,zconfig-3.6.1,6,0.000075,0.00315,0.674112016,M,T
2008,2008,google-cloud-logging-3.5.0,10,0.000075,0.00137,0.721365464,M,T
261,261,scikit-learn-1.1.3,15,0.000074,0.00443,0.356249168,L,T
330,330,certifi-2020.4.5.2,2,0.000074,0.00139,0.607135444,M,T
545,545,httplib2-0.12.0,2,0.000074,0.00134,0.573668716,M,T
553,553,glustercli-0.8.4,3,0.000074,0.00091,0.780841956,H,T
560,560,pytorch-lightning-2.0.1.post0,17,0.000074,0.00325,0.573668716,M,T
722,722,shortuuid-1.0.11,7,0.000074,0.00331,0.675813699,M,T
1012,1012,pytest-cov-3.0.0,7,0.000074,0.00185,0.717193719,M,T
1525,1525,scrapy-2.8.0,21,0.000074,0.00139,0.539715085,M,T
1631,1631,xlwt-1.3.0,8,0.000074,0.00372,0.573668716,M,T
1683,1683,gumnut-assembler-4.0.0,2,0.000074,0.00094,0.836544873,H,T
1938,1938,googleappenginecloudstorageclient-1.9.22.1,2,0.000074,0.00094,0.757475868,H,T
1946,1946,fusepy-3.0.1,5,0.000074,0.00231,0.764794131,H,T
111,111,rlp-3.0.0,8,0.000073,0.00341,0.756683995,H,T
281,281,scikit-learn-1.0.2,11,0.000073,0.00192,0.356249168,L,T
949,949,idna-2.6,1,0.000073,0.0007,0.638660348,M,T
952,952,cssutils-2.6.0,5,0.000073,0.00235,0.743423244,M,T
1087,1087,hijri-converter-2.2.4,3,0.000073,0.00153,0.675220291,M,T
1701,1701,grpc-stubs-1.53.0.1,5,0.000073,0.00187,0.768073142,H,T
1953,1953,invoke-1.7.3,4,0.000073,0.0019,0.719891729,M,T
337,337,starlette-0.14.2,4,0.000072,0.00185,0.573668716,M,T
355,355,lz4-4.3.2,7,0.000072,0.00418,0.573668716,M,T
838,838,igwn-auth-utils-0.4.0,6,0.000072,0.00106,0.573668716,M,T
1080,1080,hypernets-0.2.5.7,28,0.000072,0.00183,0.694481482,M,T
1460,1460,wrapt-1.12.1,5,0.000072,0.00235,0.644424397,M,T
1895,1895,olefile-0.46,5,0.000072,0.00238,0.761452775,H,T
2019,2019,pyyaml-5.3.1,8,0.000072,0.00368,0.582502359,M,T
174,174,scapy-2.5.0,6,0.000071,0.00277,0.646791599,M,T
997,997,caio-0.9.12,1,0.000071,0.0005,0.656522753,M,T
1092,1092,cerberus-1.3.4,6,0.000071,0.00233,0.730056999,M,T
1330,1330,ansiterm-1.1,1,0.000071,0.00048,0.862782933,H,T
1672,1672,strict-rfc3339-0.7,5,0.000071,0.0025,0.573668716,M,T
1697,1697,jupyter-server-proxy-3.2.2,5,0.000071,0.00091,0.727113231,M,T
1846,1846,brotlipy-0.7.0,9,0.000071,0.00336,0.75907948,H,T
1965,1965,contexttimer-0.3.3,2,0.000071,0.00096,0.788046926,H,T
2057,2057,gpiozero-1.6.2,3,0.000071,0.00091,0.577264666,M,T
2087,2087,slackclient-2.9.4,5,0.000071,0.00185,0.600329624,M,T
2123,2123,pyvirtualdisplay-3.0,3,0.000071,0.00137,0.642212709,M,T
408,408,ghome-foyer-api-1.0.0,4,0.00007,0.00091,0.573668716,M,T
766,766,python3-xlib-0.15,3,0.00007,0.00151,0.573668716,M,T
1414,1414,pyhocon-0.3.60,3,0.00007,0.00091,0.724728534,M,T
1530,1530,pydispatcher-2.0.7,5,0.00007,0.00246,0.684642318,M,T
1744,1744,asyncio-nats-client-0.11.5,3,0.00007,0.00139,0.748429663,M,T
1819,1819,psutil-5.8.0,3,0.00007,0.00146,0.60049988,M,T
482,482,pure-eval-0.2.2,3,0.000069,0.00154,0.799310003,H,T
602,602,simpleitk-2.2.1,6,0.000069,0.00283,0.636978567,M,T
882,882,botocore-1.23.54,5,0.000069,0.00105,0.294020913,L,T
1098,1098,azure-storage-blob-12.16.0,11,0.000069,0.00292,0.410265266,L,T
1758,1758,zope-testing-5.0.1,7,0.000069,0.00288,0.668769,M,T
1852,1852,cftime-1.6.2,7,0.000069,0.002,0.734681268,M,T
1865,1865,google-auth-httplib2-0.0.3,7,0.000069,0.00235,0.573668716,M,T
1942,1942,tokenizers-0.13.3,7,0.000069,0.00376,0.614749671,M,T
807,807,icalendar-5.0.5,6,0.000068,0.0019,0.70925116,M,T
839,839,safe-netrc-1.0.1,2,0.000068,0.00098,0.662678402,M,T
1007,1007,gpytorch-1.10,7,0.000068,0.00233,0.576617002,M,T
1249,1249,more-itertools-8.14.0,6,0.000068,0.0029,0.575406957,M,T
1422,1422,cltoolbox-2.0.1,6,0.000068,0.00185,0.669245695,M,T
1423,1423,toolbox-utils-3.0.3,20,0.000068,0.00185,0.747411315,M,T
1598,1598,django-filter-23.1,5,0.000068,0.00183,0.670713345,M,T
1912,1912,rich-click-1.6.1,10,0.000068,0.00322,0.623207148,M,T
191,191,rfc3986-2.0.0,7,0.000067,0.00411,0.573668716,M,T
384,384,distlib-0.3.6,2,0.000067,0.00128,0.735784534,M,T
454,454,ipykernel-5.3.4,10,0.000067,0.00354,0.533927788,M,T
1212,1212,gmpy2-2.1.5,4,0.000067,0.00183,0.573668716,M,T
2041,2041,gym-0.21.0,8,0.000067,0.00233,0.659399277,M,T
89,89,eth-abi-4.0.0,10,0.000066,0.00299,0.622011937,M,T
389,389,xyzservices-2023.2.0,4,0.000066,0.00227,0.690463535,M,T
453,453,qtconsole-5.4.2,23,0.000066,0.00425,0.696463892,M,T
683,683,tensorboard-2.12.2,22,0.000066,0.00382,0.568396287,M,T
841,841,pegasus-wms-common-5.0.5,2,0.000066,0.00048,0.757130086,H,T
899,899,intervaltree-3.1.0,5,0.000066,0.00196,0.770199567,H,T
1437,1437,shapely-1.8.5.post1,4,0.000066,0.00192,0.573668716,M,T
1907,1907,diff-match-patch-20200713,5,0.000066,0.00233,0.957075661,H,T
1936,1936,zope-hookable-5.4,2,0.000066,0.00143,0.656256792,M,T
53,53,icecream-2.1.3,5,0.000065,0.00046,0.760474772,H,T
60,60,getmac-0.9.3,2,0.000065,0.00091,0.573668716,M,T
234,234,grg-grgdata-0.2.4,4,0.000065,0.00091,0.832732119,H,T
257,257,prompt-0.4.1,1,0.000065,0.00046,0.694779975,M,T
353,353,json-tricks-3.16.1,5,0.000065,0.00233,0.786223059,H,T
400,400,setproctitle-1.1.10,1,0.000065,0.00046,0.664442386,M,T
424,424,skbs-2.2.1,4,0.000065,0.00046,0.758341847,H,T
444,444,pywinusb-0.4.2,1,0.000065,0.00046,0.80026854,H,T
730,730,python-multipart-0.0.6,8,0.000065,0.0041,0.636949188,M,T
734,734,watchfiles-0.19.0,5,0.000065,0.0024,0.673934357,M,T
822,822,emcee-3.1.4,8,0.000065,0.00329,0.589500111,M,T
902,902,requests-2.19.1,6,0.000065,0.00091,0.479586308,L,T
910,910,pyaxmlparser-0.3.28,5,0.000065,0.00091,0.774497423,H,T
917,917,quart-0.18.4,10,0.000065,0.00094,0.723243815,M,T
1068,1068,os-service-types-1.7.0,5,0.000065,0.00266,0.573668716,M,T
1074,1074,pyjks-20.0.0,13,0.000065,0.0037,0.775312955,H,T
1109,1109,hop-client-0.8.0,6,0.000065,0.00046,0.63878113,M,T
1122,1122,pyrfc3339-1.1,5,0.000065,0.00192,0.573668716,M,T
1151,1151,gqlmod-0.8.2,6,0.000065,0.00046,0.831300467,H,T
1237,1237,pycryptodome-3.15.0,1,0.000065,0.00046,0.634173958,M,T
1246,1246,pyfcm-1.5.4,3,0.000065,0.00046,0.746546735,M,T
1279,1279,hue-py-0.3.1,3,0.000065,0.00046,0.847522592,H,T
1520,1520,pyhooks-1.0.3,1,0.000065,0.00046,0.815180252,H,T
1523,1523,argh-0.24.1,1,0.000065,0.00046,0.738019344,M,T
1571,1571,gkeepapi-0.14.2,4,0.000065,0.00091,0.765130013,H,T
1582,1582,pyzmq-22.3.0,8,0.000065,0.004,0.530916382,M,T
1607,1607,sty-1.0.4,4,0.000065,0.00185,0.746789376,M,T
1613,1613,hdx-python-api-6.0.0,12,0.000065,0.00137,0.640870755,M,T
1651,1651,google-cloud-bigtable-2.17.0,6,0.000065,0.00046,0.721929491,M,T
1654,1654,pyflwor-ext-1.2,3,0.000065,0.00046,0.573668716,M,T
1656,1656,pika-0.10.0,2,0.000065,0.00091,0.538071056,M,T
1690,1690,altair-4.2.2,14,0.000065,0.00336,0.690604046,M,T
1711,1711,a2conf-0.3.3,2,0.000065,0.00046,0.573668716,M,T
1722,1722,hype-html-1.0.0,1,0.000065,0.00046,0.847548426,H,T
1738,1738,inquirer-3.1.3,8,0.000065,0.00233,0.748414658,M,T
1856,1856,hpyculator-1.5.4.1,3,0.000065,0.00046,0.691089745,M,T
2061,2061,python-graphblas-2023.3.0,6,0.000065,0.00046,0.656780958,M,T
2109,2109,flask-1.1.1,5,0.000065,0.00046,0.763313977,H,T
366,366,aiohttp-cors-0.7.0,10,0.000064,0.00349,0.632374749,M,T
826,826,lalsuite-7.11,15,0.000064,0.00383,0.573668716,M,T
1008,1008,linear-operator-0.4.0,4,0.000064,0.00057,0.745780557,M,T
1153,1153,graphql-core-3.3.0a2,2,0.000064,0.00096,0.573668716,M,T
1338,1338,numpy-1.21.4,2,0.000064,0.00133,0.260893907,L,T
1621,1621,sphinxcontrib-napoleon-0.7,4,0.000064,0.00098,0.493103644,L,T
1643,1643,pyopenssl-22.0.0,4,0.000064,0.00151,0.687555257,M,T
1669,1669,google-apitools-0.5.32,10,0.000064,0.00231,0.725617754,M,T
1679,1679,sqlalchemy-utils-0.41.0,6,0.000064,0.00205,0.628247334,M,T
1702,1702,types-protobuf-4.22.0.2,3,0.000064,0.00142,0.547301879,M,T
1959,1959,pycares-3.1.1,3,0.000064,0.00105,0.707018823,M,T
198,198,importlib-metadata-6.0.0,3,0.000063,0.00144,0.738331031,M,T
693,693,dash-core-components-2.0.0,4,0.000063,0.00214,0.694344765,M,T
694,694,dash-html-components-2.0.0,4,0.000063,0.00214,0.746154305,M,T
830,830,lscsoft-glue-3.0.1,13,0.000063,0.00408,0.573668716,M,T
858,858,botocore-stubs-1.24.38,9,0.000063,0.00404,0.819958265,H,T
915,915,aiocache-0.12.0,2,0.000063,0.00094,0.758638358,H,T
1554,1554,hepdata-validator-0.3.3,9,0.000063,0.00142,0.652701856,M,T
1646,1646,num2words-0.5.12,5,0.000063,0.00187,0.573668716,M,T
1763,1763,colourmap-1.1.10,9,0.000063,0.00331,0.847073608,H,T
2119,2119,gensim-4.3.1,13,0.000063,0.00414,0.573668716,M,T
471,471,jupyter-client-6.2.0,10,0.000062,0.00264,0.553183333,M,T
743,743,matplotlib-3.5.2,15,0.000062,0.00231,0.396813469,L,T
857,857,boto3-1.21.38,12,0.000062,0.00388,0.573668716,M,T
1124,1124,envs-1.4,3,0.000062,0.00144,0.573668716,M,T
1144,1144,pyshp-2.3.1,6,0.000062,0.00277,0.884686944,H,T
1347,1347,ansible-7.4.0,4,0.000062,0.00137,0.419329507,L,T
1360,1360,parse-type-0.6.0,3,0.000062,0.00057,0.831273596,H,T
1596,1596,xgboost-1.7.5,10,0.000062,0.00366,0.54611256,M,T
1622,1622,pockets-0.9.1,2,0.000062,0.0005,0.810261558,H,T
1735,1735,attrs-21.2.0,4,0.000062,0.00208,0.827546126,H,T
1789,1789,plugable-1.2.2,2,0.000062,0.00096,0.573668716,M,T
1857,1857,rtoml-0.9.0,1,0.000062,0.00048,0.573668716,M,T
1955,1955,aiodns-2.0.0,8,0.000062,0.00274,0.75576147,H,T
695,695,dash-table-5.0.0,3,0.000061,0.00168,0.564509524,M,T
715,715,aioredis-2.0.1,7,0.000061,0.00229,0.567946064,M,T
731,731,python-rapidjson-1.10,3,0.000061,0.00139,0.718298947,M,T
1157,1157,confuse-2.0.1,5,0.000061,0.00183,0.768729785,H,T
1741,1741,python-editor-1.0.4,2,0.000061,0.00105,0.786718744,H,T
1986,1986,zope-deferredimport-4.4,8,0.000061,0.00295,0.68766375,M,T
181,181,hearthstone-6.5.1,3,0.00006,0.00094,0.782622713,H,T
283,283,tqdm-4.64.0,8,0.00006,0.00377,0.619815336,M,T
292,292,hcloud-1.19.0,4,0.00006,0.00091,0.75993556,H,T
531,531,coincurve-18.0.0,7,0.00006,0.0024,0.618938005,M,T
580,580,locket-1.0.0,2,0.00006,0.00117,0.804820293,H,T
606,606,pyqt5-sip-12.8.0,2,0.00006,0.001,0.573668716,M,T
1022,1022,djangorestframework-3.11.2,3,0.00006,0.00096,0.595628735,M,T
1591,1591,msal-1.21.0,5,0.00006,0.00098,0.616765952,M,T
1619,1619,ndg-httpsclient-0.5.1,9,0.00006,0.00237,0.64077686,M,T
1695,1695,easydict-1.10,2,0.00006,0.00091,0.654653041,M,T
1908,1908,genshi-0.7.7,4,0.00006,0.00137,0.573668716,M,T
1927,1927,zc-lockfile-3.0.post1,4,0.00006,0.00178,0.573668716,M,T
2076,2076,marshmallow-dataclass-8.5.12,6,0.00006,0.00137,0.747840851,M,T
2096,2096,transformers-4.28.0,15,0.00006,0.00237,0.51401099,M,T
103,103,hypothesis-4.57.1,4,0.000059,0.00105,0.478982695,L,T
260,260,lightgbm-3.3.5,15,0.000059,0.00375,0.507142998,M,T
356,356,ray-2.3.1,44,0.000059,0.00274,0.496479929,L,T
566,566,distributed-2023.4.0,25,0.000059,0.00401,0.618979769,M,T
762,762,keyboard-0.13.5,3,0.000059,0.00137,0.745238588,M,T
1130,1130,vispy-0.12.2,10,0.000059,0.00235,0.583613367,M,T
1393,1393,wasabi-1.1.1,4,0.000059,0.00228,0.700858514,M,T
1467,1467,pygments-2.12.0,3,0.000059,0.00148,0.627188997,M,T
1565,1565,pyotp-2.8.0,3,0.000059,0.00137,0.746889899,M,T
1798,1798,python-dateutil-2.8.0,6,0.000059,0.0019,0.838665925,H,T
1948,1948,pick-2.2.0,3,0.000059,0.00137,0.770714185,H,T
587,587,torchmetrics-0.11.4,8,0.000058,0.00244,0.594496058,M,T
672,672,toposort-1.10,4,0.000058,0.00187,0.573668716,M,T
676,676,gast-0.4.0,3,0.000058,0.00254,0.646627387,M,T
870,870,aiormq-6.4.2,3,0.000058,0.00059,0.608508499,M,T
986,986,acdh-xml-pyutils-0.4.0,4,0.000058,0.00094,0.573668716,M,T
1088,1088,korean-lunar-calendar-0.3.1,2,0.000058,0.00107,0.683837011,M,T
1253,1253,pprintpp-0.4.0,4,0.000058,0.00203,0.786486942,H,T
1479,1479,scrypt-0.8.20,9,0.000058,0.00429,0.70522695,M,T
1583,1583,janus-1.0.0,4,0.000058,0.00142,0.761251723,H,T
1768,1768,funcsigs-1.0.2,3,0.000058,0.00146,0.644259802,M,T
1849,1849,gsw-3.6.16.post1,4,0.000058,0.00137,0.573668716,M,T
188,188,pkginfo-1.9.6,6,0.000057,0.00317,0.573668716,M,T
853,853,accept-types-0.4.1,7,0.000057,0.00342,0.573668716,M,T
855,855,aiohttp-remotes-1.2.0,9,0.000057,0.00342,0.795327896,H,T
856,856,boto3-stubs-1.21.38,16,0.000057,0.00342,0.573668716,M,T
861,861,heaobject-1.0.0a52,12,0.000057,0.00342,0.573668716,M,T
862,862,jsonmerge-1.8.0,9,0.000057,0.00342,0.800465581,H,T
864,864,mongoquery-1.3.6,8,0.000057,0.00342,0.793654985,H,T
865,865,motor-2.5.1,8,0.000057,0.00342,0.741832536,M,T
866,866,regex-2022.4.24,7,0.000057,0.00342,0.382117397,L,T
885,885,pyrsistent-0.18.1,3,0.000057,0.00163,0.717490926,M,T
1049,1049,fastavro-1.7.3,3,0.000057,0.00139,0.44844627,L,T
1138,1138,freetype-py-2.3.0,4,0.000057,0.00196,0.630423647,M,T
1252,1252,bitstruct-8.17.0,2,0.000057,0.00103,0.790316397,H,T
1270,1270,anyio-1.4.0,5,0.000057,0.00094,0.741335072,M,T
1291,1291,pykwalify-1.8.0,6,0.000057,0.00139,0.616449275,M,T
2062,2062,donfig-0.7.0,3,0.000057,0.00096,0.65893659,M,T
354,354,jsonlines-3.1.0,7,0.000056,0.00238,0.651731411,M,T
601,601,pyqt5-5.14.2,6,0.000056,0.00185,0.573668716,M,T
677,677,google-pasta-0.2.0,4,0.000056,0.00245,0.778063716,H,T
703,703,unidecode-0.4.21,2,0.000056,0.00094,0.742305746,M,T
749,749,scp-0.14.5,8,0.000056,0.00233,0.89750686,H,T
795,795,cloudevents-1.9.0,3,0.000056,0.00094,0.77659522,H,T
916,916,aiocqhttp-1.4.3,3,0.000056,0.00048,0.79404467,H,T
919,919,hypercorn-0.14.3,9,0.000056,0.0019,0.745799687,M,T
1562,1562,pytest-5.3.5,10,0.000056,0.00137,0.456905797,L,T
1616,1616,defopt-6.4.0,5,0.000056,0.00144,0.659877515,M,T
1980,1980,easygui-0.98.3,2,0.000056,0.00091,0.606385877,M,T
2090,2090,google-cloud-core-1.7.3,8,0.000056,0.00196,0.74518312,M,T
125,125,h2o-3.40.0.3,5,0.000055,0.00091,0.573668716,M,T
655,655,python-louvain-0.16,11,0.000055,0.00372,0.761507743,H,T
664,664,dictdiffer-0.9.0,5,0.000055,0.00235,0.636157382,M,T
742,742,gym-0.24.1,5,0.000055,0.00091,0.659399277,M,T
968,968,awscli-1.27.115,7,0.000055,0.00049,0.248354428,L,T
969,969,keyring-17.1.1,3,0.000055,0.00049,0.843216525,H,T
1248,1248,audio-metadata-0.11.1,12,0.000055,0.00192,0.831118932,H,T
1256,1256,firebase-admin-6.1.0,8,0.000055,0.00091,0.602244847,M,T
1267,1267,grpcio-tools-1.48.2,8,0.000055,0.00137,0.573668716,M,T
1507,1507,haf-2.9.7,20,0.000055,0.00142,0.706820607,M,T
1624,1624,libhxl-4.29,15,0.000055,0.0014,0.652071337,M,T
1698,1698,simpervisor-0.4,1,0.000055,0.0005,0.725931714,M,T
1917,1917,xxhash-3.2.0,6,0.000055,0.00294,0.664263419,M,T
2078,2078,salsa20-0.3.0,2,0.000055,0.00091,0.573668716,M,T
248,248,xdg-5.1.1,3,0.000054,0.00137,0.724557075,M,T
710,710,py-notifier-0.5.0,1,0.000054,0.00048,0.790410526,H,T
1027,1027,click-completion-0.5.2,10,0.000054,0.00229,0.77004163,H,T
1385,1385,langcodes-3.3.0,5,0.000054,0.00232,0.783402734,H,T
1549,1549,cligj-0.7.2,3,0.000054,0.00144,0.795997241,H,T
1716,1716,pyhumps-1.6.1,6,0.000054,0.00274,0.762604914,H,T
1885,1885,imageio-ffmpeg-0.4.8,3,0.000054,0.00144,0.759924598,H,T
2053,2053,openslide-python-1.2.0,7,0.000054,0.00231,0.790497792,H,T
217,217,werkzeug-2.2.2,3,0.000053,0.00108,0.551480512,M,T
343,343,watchgod-0.8.2,5,0.000053,0.00196,0.674798123,M,T
396,396,hpl-specs-0.2.3,4,0.000053,0.00094,0.695092549,M,T
425,425,tempiny-1.1,1,0.000053,0.00048,0.758397739,H,T
457,457,nbconvert-7.2.8,19,0.000053,0.00237,0.64236639,M,T
461,461,notebook-5.7.16,15,0.000053,0.00129,0.573668716,M,T
510,510,jupyter-events-0.6.3,8,0.000053,0.0011,0.632209011,M,T
536,536,shellescape-3.8.1,1,0.000053,0.00048,0.747211507,M,T
582,582,tblib-1.7.0,4,0.000053,0.00207,0.706811729,M,T
681,681,libclang-16.0.0,2,0.000053,0.002,0.557077078,M,T
685,685,tensorflow-io-gcs-filesystem-0.32.0,2,0.000053,0.002,0.6379584,M,T
748,748,paramiko-2.11.0,6,0.000053,0.00103,0.669730769,M,T
854,854,aio-pika-8.1.0,8,0.000053,0.00292,0.570470172,M,T
860,860,freezegun-1.0.0,7,0.000053,0.00292,0.714028646,M,T
931,931,wsproto-1.0.0,4,0.000053,0.00139,0.689471338,M,T
1063,1063,cmd2-2.4.3,7,0.000053,0.00171,0.573668716,M,T
1115,1115,thrift-0.11.0,3,0.000053,0.00098,0.573668716,M,T
1139,1139,hsluv-5.0.3,2,0.000053,0.00105,0.573668716,M,T
1254,1254,tbm-utils-2.6.0,8,0.000053,0.00199,0.757993763,H,T
1388,1388,preshed-3.0.8,6,0.000053,0.00237,0.768399029,H,T
1431,1431,blosc2-2.0.0,2,0.000053,0.00082,0.573668716,M,T
