,Id,Label,Degree,Pageranks,Eigencentrality,Reachability,Log2_reach,R_Reachability,R_Log2_reach,RiskScore,Category,PR_Category,R_Category,R_Lo10_reach
5681,5681,harvesttext-0.8.1.8,15,3.50E-05,0,133,7.055282436,1,3.5,0.80330714,H,T,T,0.01
5684,5684,hedwig-py-0.1.9,3,3.50E-05,0,4,2,1,3.5,0.677722493,H,T,T,0.01
5687,5687,hikari-crescent-0.6.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.916747538,H,T,T,0.01
5689,5689,gomaps-0.3.3,3,3.50E-05,0,65,6.022367813,1,3.5,0.831552597,H,T,T,0.01
5693,5693,hammers-0.2.0,2,3.50E-05,0,31,4.95419631,1,3.5,0.659815706,H,T,T,0.01
5694,5694,historybash-82,9,3.50E-05,0,13,3.700439718,1,3.5,0.702982698,H,T,T,0.01
5697,5697,hostp2pd-0.1.7,2,3.50E-05,0,6,2.584962501,1,3.5,0.695153314,H,T,T,0.01
5698,5698,hkjournalist-0.0.8,4,3.50E-05,0,36,5.169925001,1,3.5,0.847445878,H,T,T,0.01
5700,5700,httpie-httpsig-auth-0.1.1,4,3.50E-05,0,50,5.64385619,1,3.5,0.675845632,H,T,T,0.01
5702,5702,gos-asm-0.10,4,3.50E-05,0,50,5.64385619,1,3.5,0.695049023,H,T,T,0.01
5706,5706,git-semver-0.3.2,2,3.50E-05,0,5,2.321928095,1,3.5,0.830172488,H,T,T,0.01
5708,5708,hamlreloader-0.0.3,1,3.50E-05,0,2,1,1,3.5,0.832091306,H,T,T,0.01
5709,5709,green-bacon-sandals-0.2,1,3.50E-05,0,14,3.807354922,1,3.5,0.83181915,H,T,T,0.01
5711,5711,acc2psql-0.0.8,3,3.50E-05,0,4,2,1,3.5,0.847503236,H,T,T,0.01
5713,5713,gym-tictactoe-0.30,3,3.50E-05,0,32,5,1,3.5,0.862760683,H,T,T,0.01
5714,5714,h2md-1.0.3,1,3.50E-05,0,16,4,1,3.5,0.726048818,H,T,T,0.01
5715,5715,helical-thread-0.2.2,1,3.50E-05,0,2,1,1,3.5,0.831829383,H,T,T,0.01
5719,5719,i3-cycle-1.0,1,3.50E-05,0,3,1.584962501,1,3.5,0.683885063,H,T,T,0.01
5720,5720,hdwallet-2.2.1,4,3.50E-05,0,6,2.584962501,1,3.5,0.63889785,H,T,T,0.01
5722,5722,hurr-durr-0.2.2,1,3.50E-05,0,3,1.584962501,1,3.5,0.831428162,H,T,T,0.01
5724,5724,htu21df-0.1.4,2,3.50E-05,0,3,1.584962501,1,3.5,0.831902936,H,T,T,0.01
5725,5725,hawkcatcher-3.4.1,1,3.50E-05,0,28,4.807354922,1,3.5,0.798759301,H,T,T,0.01
5726,5726,google-api-wrapper2-1.0.5,6,3.50E-05,0,134,7.06608919,1,3.5,0.720101065,H,T,T,0.01
5730,5730,git-remote-cvm-1.15,1,3.50E-05,0,19,4.247927513,1,3.5,0.654125432,H,T,T,0.01
5731,5731,gopigo3-1.1.1,1,3.50E-05,0,2,1,1,3.5,0.772914502,H,T,T,0.01
5732,5732,hyperfocus-0.2.1,4,3.50E-05,0,5,2.321928095,1,3.5,0.831777539,H,T,T,0.01
5733,5733,googleearthplot-0.0.2,2,3.50E-05,0,13,3.700439718,1,3.5,0.832001295,H,T,T,0.01
5734,5734,hreports-0.2.1,3,3.50E-05,0,8,3,1,3.5,0.674577257,H,T,T,0.01
5735,5735,graphql-server-core-2.0.0,2,3.50E-05,0,5,2.321928095,1,3.5,0.765123844,H,T,T,0.01
5736,5736,googletrans-temp-2.3.0,1,3.50E-05,0,28,4.807354922,1,3.5,0.621791233,H,T,T,0.01
5737,5737,house-sales-0.0.4,11,3.50E-05,0,59,5.882643049,1,3.5,0.684157111,H,T,T,0.01
5741,5741,halonet-pytorch-0.0.4,2,3.50E-05,0,65,6.022367813,1,3.5,0.831764166,H,T,T,0.01
5742,5742,gpiodaemon-1.6.1,1,3.50E-05,0,4,2,1,3.5,0.832571832,H,T,T,0.01
5743,5743,haumea-0.72.4,3,3.50E-05,0,32,5,1,3.5,0.826811989,H,T,T,0.01
5744,5744,gnome-pomodoro-tracking-4.0.3,1,3.50E-05,0,28,4.807354922,1,3.5,0.820732738,H,T,T,0.01
5745,5745,32blit-0.7.3,9,3.50E-05,0,10,3.321928095,1,3.5,0.831846818,H,T,T,0.01
5747,5747,i3-workspace-groups-0.4.6,2,3.50E-05,0,6,2.584962501,1,3.5,0.789431395,H,T,T,0.01
5748,5748,handy-0.7,1,3.50E-05,0,5,2.321928095,1,3.5,0.79308472,H,T,T,0.01
5749,5749,hrpc-1.0.9,1,3.50E-05,0,28,4.807354922,1,3.5,0.684959234,H,T,T,0.01
5750,5750,gml-cleaner-1.3,1,3.50E-05,0,2,1,1,3.5,0.695226473,H,T,T,0.01
5751,5751,i3configger-0.9.1.post1,2,3.50E-05,0,6,2.584962501,1,3.5,0.671641247,H,T,T,0.01
5752,5752,google-recaptcha-2.0.1,2,3.50E-05,0,38,5.247927513,1,3.5,0.968395967,H,T,T,0.01
5753,5753,horoscopegenerator-0.1.8,1,3.50E-05,0,6,2.584962501,1,3.5,0.832773493,H,T,T,0.01
5754,5754,gviz-api-1.10.0,1,3.50E-05,0,2,1,1,3.5,0.684033056,H,T,T,0.01
5755,5755,hypothit-0.1.0,1,3.50E-05,0,11,3.459431619,1,3.5,0.831801946,H,T,T,0.01
5758,5758,hubsale-0.0.3,1,3.50E-05,0,28,4.807354922,1,3.5,0.695569761,H,T,T,0.01
5759,5759,gnosis-py-sovryn-3.2.5,5,3.50E-05,0,106,6.727920455,1,3.5,0.644772276,H,T,T,0.01
5765,5765,hedera-cli-0.1.2.post1,4,3.50E-05,0,33,5.044394119,1,3.5,0.671641247,H,T,T,0.01
5768,5768,gusregon-1.1.3,3,3.50E-05,0,47,5.554588852,1,3.5,0.83712215,H,T,T,0.01
5770,5770,hypertunity-1.0.1,7,3.50E-05,0,41,5.357552005,1,3.5,0.836426065,H,T,T,0.01
5774,5774,hydras-3.1.2,1,3.50E-05,0,2,1,1,3.5,0.827456781,H,T,T,0.01
5775,5775,graphdj-0.1.6,5,3.50E-05,0,16,4,1,3.5,0.847556147,H,T,T,0.01
5776,5776,google-cloud-public-ca-0.3.2,3,3.50E-05,0,51,5.672425342,1,3.5,0.812191045,H,T,T,0.01
5777,5777,html-tree-diff-0.1.2,1,3.50E-05,0,2,1,1,3.5,0.821028816,H,T,T,0.01
5778,5778,i2c-hd77480-lcd-0.1.1,3,3.50E-05,0,14,3.807354922,1,3.5,0.684217932,H,T,T,0.01
5779,5779,grout-2.0.1,12,3.50E-05,0,60,5.906890596,1,3.5,0.784165999,H,T,T,0.01
5785,5785,http-logging-2.0.0,2,3.50E-05,0,37,5.209453366,1,3.5,0.710858953,H,T,T,0.01
5789,5789,graphiteudp-0.0.6,2,3.50E-05,0,3,1.584962501,1,3.5,0.684757888,H,T,T,0.01
5791,5791,gpx2dzg-0.1.0,5,3.50E-05,0,75,6.22881869,1,3.5,0.831678392,H,T,T,0.01
5796,5796,httpie-consul-1.0.2,2,3.50E-05,0,49,5.614709844,1,3.5,0.846989118,H,T,T,0.01
5798,5798,hse-python-hw-1-avushakova-0.0.5,4,3.50E-05,0,39,5.285402219,1,3.5,0.847609729,H,T,T,0.01
5799,5799,greendb-0.2.3,3,3.50E-05,0,8,3,1,3.5,0.848588498,H,T,T,0.01
5801,5801,goethe-0.1.0,2,3.50E-05,0,17,4.087462841,1,3.5,0.831813224,H,T,T,0.01
5804,5804,gw2api-1.1.4,2,3.50E-05,0,29,4.857980995,1,3.5,0.831114879,H,T,T,0.01
5805,5805,hublot-1.3.0,1,3.50E-05,0,28,4.807354922,1,3.5,0.710995209,H,T,T,0.01
5806,5806,google-cloud-securitycenter-1.20.0,4,3.50E-05,0,52,5.700439718,1,3.5,0.755455063,H,T,T,0.01
5807,5807,har-transformer-2.0.0,6,3.50E-05,0,37,5.209453366,1,3.5,0.784967354,H,T,T,0.01
5810,5810,hetmatpy-0.1.0,4,3.50E-05,0,18,4.169925001,1,3.5,0.662792129,H,T,T,0.01
5811,5811,hscp-0.2.0,2,3.50E-05,0,36,5.169925001,1,3.5,0.820804383,H,T,T,0.01
5812,5812,graphenetools-py-0.10.0,3,3.50E-05,0,32,5,1,3.5,0.684062294,H,T,T,0.01
5813,5813,hw101-0.2.0,2,3.50E-05,0,3,1.584962501,1,3.5,0.831817234,H,T,T,0.01
5815,5815,gnv-1.0.8,2,3.50E-05,0,28,4.807354922,1,3.5,0.96826795,H,T,T,0.01
5816,5816,hkmeans-minibatch-1.0.2,3,3.50E-05,0,15,3.906890596,1,3.5,0.847611392,H,T,T,0.01
5817,5817,golftracker-0.0.7,3,3.50E-05,0,34,5.087462841,1,3.5,0.84755221,H,T,T,0.01
5820,5820,hnxwidget-0.1.1b1,1,3.50E-05,0,40,5.321928095,1,3.5,0.671641247,H,T,T,0.01
5821,5821,hwtgraph-2.1,1,3.50E-05,0,8,3,1,3.5,0.694771701,H,T,T,0.01
5822,5822,gjtk-3.0.0,1,3.50E-05,0,29,4.857980995,1,3.5,0.820886498,H,T,T,0.01
5823,5823,humus-0.4.3,1,3.50E-05,0,2,1,1,3.5,0.696099173,H,T,T,0.01
5824,5824,give-me-code-0.0.1,1,3.50E-05,0,11,3.459431619,1,3.5,0.83176805,H,T,T,0.01
5825,5825,git-wrapper-0.2.10,2,3.50E-05,0,5,2.321928095,1,3.5,0.656940987,H,T,T,0.01
5826,5826,hdd-stat-1.2.0,3,3.50E-05,0,13,3.700439718,1,3.5,0.847825834,H,T,T,0.01
5827,5827,heroku-py-1.2.0,1,3.50E-05,0,28,4.807354922,1,3.5,0.71100637,H,T,T,0.01
5828,5828,hirez-api-wrapper-1.0.3,1,3.50E-05,0,28,4.807354922,1,3.5,0.831774682,H,T,T,0.01
5829,5829,httpie-lambda-1.0,2,3.50E-05,0,64,6,1,3.5,0.83175739,H,T,T,0.01
5832,5832,abpytools-0.3.2,10,3.50E-05,0,46,5.523561956,1,3.5,0.694838804,H,T,T,0.01
5834,5834,google-cloud-orchestration-airflow-1.7.1,3,3.50E-05,0,51,5.672425342,1,3.5,0.789801136,H,T,T,0.01
5835,5835,httpautotest-2.0.0,3,3.50E-05,0,30,4.906890596,1,3.5,0.8319091,H,T,T,0.01
5836,5836,graphics-py-extra-0.2.0,2,3.50E-05,0,3,1.584962501,1,3.5,0.696129686,H,T,T,0.01
5839,5839,gutenberg-framework-0.0.3,3,3.50E-05,0,32,5,1,3.5,0.695511558,H,T,T,0.01
5840,5840,hycc-0.1.4,2,3.50E-05,0,4,2,1,3.5,0.832235679,H,T,T,0.01
5841,5841,glim-extensions-0.3.0,5,3.50E-05,0,16,4,1,3.5,0.831998191,H,T,T,0.01
5843,5843,hao-3.7.11,7,3.50E-05,0,32,5,1,3.5,0.820000812,H,T,T,0.01
5844,5844,hisser-0.10.1,3,3.50E-05,0,4,2,1,3.5,0.832122857,H,T,T,0.01
5845,5845,html2epub-1.2,3,3.50E-05,0,36,5.169925001,1,3.5,0.847599694,H,T,T,0.01
5846,5846,gradle-bodyguard-0.0.4,2,3.50E-05,0,32,5,1,3.5,0.820531857,H,T,T,0.01
5847,5847,hera-calibration-3.2.2,12,3.50E-05,0,54,5.754887502,1,3.5,0.621490459,H,T,T,0.01
5853,5853,hyou-2.1.2,5,3.50E-05,0,67,6.06608919,1,3.5,0.811645758,H,T,T,0.01
5856,5856,153957-theme-2,1,3.50E-05,0,13,3.700439718,1,3.5,0.957294963,H,T,T,0.01
5859,5859,gmsh-scripts-0.3.4,3,3.50E-05,0,4,2,1,3.5,0.836441766,H,T,T,0.01
5860,5860,hdl21-3.0.1,3,3.50E-05,0,20,4.321928095,1,3.5,0.820726565,H,T,T,0.01
5864,5864,acdh-transkribus-utils-2.5,2,3.50E-05,0,31,4.95419631,1,3.5,0.675249356,H,T,T,0.01
5865,5865,acdh-spacytei-0.1.2,8,3.50E-05,0,158,7.303780748,1,3.5,0.66811115,H,T,T,0.01
5866,5866,gsimpy-0.0.2,3,3.50E-05,0,38,5.247927513,1,3.5,0.711012376,H,T,T,0.01
5869,5869,hypnobox-django-0.4.1,1,3.50E-05,0,28,4.807354922,1,3.5,0.831569945,H,T,T,0.01
5870,5870,hypper-0.0.5,7,3.50E-05,0,76,6.247927513,1,3.5,0.710980056,H,T,T,0.01
5873,5873,greedypacker-0.4,1,3.50E-05,0,2,1,1,3.5,0.812081253,H,T,T,0.01
5874,5874,goose3-3.1.13,8,3.50E-05,0,39,5.285402219,1,3.5,0.596405631,H,T,T,0.01
5876,5876,hondana-3.4.7,2,3.50E-05,0,27,4.754887502,1,3.5,0.645896907,H,T,T,0.01
5877,5877,howdoi-2.0.20,10,3.50E-05,0,52,5.700439718,1,3.5,0.585078606,H,T,T,0.01
5880,5880,365scores-1.0.7,4,3.50E-05,0,49,5.614709844,1,3.5,0.71088588,H,T,T,0.01
5886,5886,hatebase-1.0.3,1,3.50E-05,0,28,4.807354922,1,3.5,0.837271383,H,T,T,0.01
5887,5887,gpumonitor-0.1.2,1,3.50E-05,0,7,2.807354922,1,3.5,0.831743224,H,T,T,0.01
5888,5888,aas-core-codegen-0.0.15,5,3.50E-05,0,8,3,1,3.5,0.821855452,H,T,T,0.01
5889,5889,h-assets-1.0.5,1,3.50E-05,0,12,3.584962501,1,3.5,0.684284251,H,T,T,0.01
5890,5890,gym-rl-book-0.0.7,4,3.50E-05,0,33,5.044394119,1,3.5,0.847435362,H,T,T,0.01
5891,5891,homeassistantdesktop-1.0.0.dev1,2,3.50E-05,0,10,3.321928095,1,3.5,0.671641247,H,T,T,0.01
5893,5893,handydandy-0.0.7,2,3.50E-05,0,6,2.584962501,1,3.5,0.696103061,H,T,T,0.01
5894,5894,1build-1.1.1,1,3.50E-05,0,3,1.584962501,1,3.5,0.767533877,H,T,T,0.01
5895,5895,gnrt-0.3.0,4,3.50E-05,0,9,3.169925001,1,3.5,0.695083,H,T,T,0.01
5896,5896,hillfit-0.1.7,6,3.50E-05,0,42,5.392317423,1,3.5,0.799202643,H,T,T,0.01
5898,5898,hkavr-0.0.5,1,3.50E-05,0,28,4.807354922,1,3.5,0.695124517,H,T,T,0.01
5899,5899,gweld-ieuanjones-0.0.3,1,3.50E-05,0,2,1,1,3.5,0.836620942,H,T,T,0.01
5900,5900,halfgeo-1.0.13,7,3.50E-05,0,92,6.523561956,1,3.5,0.83171532,H,T,T,0.01
5902,5902,hyssop-aiohttp-0.0.7,4,3.50E-05,0,43,5.426264755,1,3.5,0.831671644,H,T,T,0.01
5904,5904,hierarchical-attention-networks-0.0.3,4,3.50E-05,0,95,6.569855608,1,3.5,0.711051623,H,T,T,0.01
5905,5905,gsn-0.2.0,1,3.50E-05,0,2,1,1,3.5,0.83174131,H,T,T,0.01
5907,5907,gr-lora-sdr-profiler-0.29,5,3.50E-05,0,77,6.266786541,1,3.5,0.827624081,H,T,T,0.01
5911,5911,herokal-settings-0.0.1,1,3.50E-05,0,7,2.807354922,1,3.5,0.820758719,H,T,T,0.01
5913,5913,htmlize-0.2.2,4,3.50E-05,0,5,2.321928095,1,3.5,0.684557905,H,T,T,0.01
5915,5915,goth-0.14.0,14,3.50E-05,0,116,6.857980995,1,3.5,0.759270171,H,T,T,0.01
5932,5932,iagitup-1.6.1,26,3.50E-05,0,56,5.807354922,1,3.5,0.662713742,H,T,T,0.01
5935,5935,gotossh-0.0.1,1,3.50E-05,0,2,1,1,3.5,0.831810309,H,T,T,0.01
5936,5936,gltflib-1.0.13,1,3.50E-05,0,14,3.807354922,1,3.5,0.667195282,H,T,T,0.01
5937,5937,httpie-kong-hmac-0.0.6,1,3.50E-05,0,48,5.584962501,1,3.5,0.83164237,H,T,T,0.01
5938,5938,homeautomationcli-0.0.2,2,3.50E-05,0,29,4.857980995,1,3.5,0.695290863,H,T,T,0.01
5939,5939,abathur-1.0.1,4,3.50E-05,0,7,2.807354922,1,3.5,0.832018225,H,T,T,0.01
5941,5941,hypothepy-0.3.0,1,3.50E-05,0,2,1,1,3.5,0.675536116,H,T,T,0.01
5942,5942,helmstack-1.9.0,2,3.50E-05,0,4,2,1,3.5,0.710537203,H,T,T,0.01
5943,5943,grafana-metrics-1.1.3,2,3.50E-05,0,34,5.087462841,1,3.5,0.846487778,H,T,T,0.01
5946,5946,httpq-1.1.2,1,3.50E-05,0,2,1,1,3.5,0.695146972,H,T,T,0.01
5948,5948,huaweicloudsdkecs-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.802191276,H,T,T,0.01
5949,5949,hic3defdr-0.2.1,8,3.50E-05,0,65,6.022367813,1,3.5,0.727024369,H,T,T,0.01
5954,5954,hamin-ebaysdk-2.1.6,2,3.50E-05,0,29,4.857980995,1,3.5,0.751253331,H,T,T,0.01
5955,5955,gltf-helper-0.2.6,1,3.50E-05,0,5,2.321928095,1,3.5,0.767992842,H,T,T,0.01
5956,5956,honeywell-hpma115s0-0.0.3,1,3.50E-05,0,2,1,1,3.5,0.699958066,H,T,T,0.01
5957,5957,huaweicloudsdkmpc-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.80254056,H,T,T,0.01
5958,5958,gnome-dns-switcher-1.2.2,1,3.50E-05,0,2,1,1,3.5,0.968286903,H,T,T,0.01
5959,5959,gofiliate-2.0.1,6,3.50E-05,0,46,5.523561956,1,3.5,0.695039454,H,T,T,0.01
5961,5961,googleimagedownloader-4.0.0,4,3.50E-05,0,55,5.781359714,1,3.5,0.831735078,H,T,T,0.01
5962,5962,achallonge-1.9.0,1,3.50E-05,0,12,3.584962501,1,3.5,0.662168565,H,T,T,0.01
5964,5964,honkmusic-5.2.7,3,3.50E-05,0,28,4.807354922,1,3.5,0.711129661,H,T,T,0.01
5967,5967,googleappsauth-1.3,1,3.50E-05,0,5,2.321928095,1,3.5,0.676315934,H,T,T,0.01
5968,5968,gtab-0.8,5,3.50E-05,0,65,6.022367813,1,3.5,0.820816741,H,T,T,0.01
5969,5969,haveibeenpwnd-0.2.2,1,3.50E-05,0,28,4.807354922,1,3.5,0.831670889,H,T,T,0.01
5970,5970,gooh-1.0.9,3,3.50E-05,0,4,2,1,3.5,0.694930739,H,T,T,0.01
5971,5971,google-reauth-0.1.1,1,3.50E-05,0,3,1.584962501,1,3.5,0.805126178,H,T,T,0.01
5973,5973,gneiss-0.4.6,10,3.50E-05,0,104,6.700439718,1,3.5,0.904980755,H,T,T,0.01
5977,5977,hyp-1.0.0,3,3.50E-05,0,4,2,1,3.5,0.806402513,H,T,T,0.01
5981,5981,gnucash-utilities-0.1.5,2,3.50E-05,0,16,4,1,3.5,0.816577711,H,T,T,0.01
5982,5982,gtom-0.5,2,3.50E-05,0,9,3.169925001,1,3.5,0.684499682,H,T,T,0.01
5984,5984,gnucash-portfolio-cli-1.5.2,1,3.50E-05,0,53,5.727920455,1,3.5,0.694923836,H,T,T,0.01
5991,5991,glinda-1.0.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.836280101,H,T,T,0.01
5993,5993,gql-py-0.6.0,2,3.50E-05,0,7,2.807354922,1,3.5,0.831654267,H,T,T,0.01
5995,5995,g-mlp-pytorch-0.1.5,2,3.50E-05,0,65,6.022367813,1,3.5,0.831419605,H,T,T,0.01
5996,5996,googleplay-api-0.1.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.794767515,H,T,T,0.01
5997,5997,gptj-3.0.9,1,3.50E-05,0,28,4.807354922,1,3.5,0.695073298,H,T,T,0.01
5998,5998,gitshelf-0.0.4,3,3.50E-05,0,20,4.321928095,1,3.5,0.684463578,H,T,T,0.01
5999,5999,httpie-firebase-auth-0.5.1,3,3.50E-05,0,55,5.781359714,1,3.5,0.831837089,H,T,T,0.01
6000,6000,iactor-2018.12.19,2,3.50E-05,0,3,1.584962501,1,3.5,0.848202351,H,T,T,0.01
6003,6003,glowseeds-0.1.2,2,3.50E-05,0,43,5.426264755,1,3.5,0.695183698,H,T,T,0.01
6004,6004,huaweicloudsdkcpts-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.804220262,H,T,T,0.01
6005,6005,a2m-itertools-0.2.0,1,3.50E-05,0,2,1,1,3.5,0.831152355,H,T,T,0.01
6006,6006,gridic-0.1.1,2,3.50E-05,0,4,2,1,3.5,0.831999187,H,T,T,0.01
6008,6008,hyper-connect-0.0.10,29,3.50E-05,0,76,6.247927513,1,3.5,0.684128637,H,T,T,0.01
6023,6023,gocept-pytestlayer-8.1,3,3.50E-05,0,13,3.700439718,1,3.5,0.789382233,H,T,T,0.01
6024,6024,htmltemplaterender-1.0.1,1,3.50E-05,0,6,2.584962501,1,3.5,0.711024986,H,T,T,0.01
6025,6025,academic-observatory-workflows-2022.3.0,9,3.50E-05,0,51,5.672425342,1,3.5,0.781289715,H,T,T,0.01
6032,6032,homography-0.1.7,2,3.50E-05,0,3,1.584962501,1,3.5,0.831645891,H,T,T,0.01
6033,6033,h26x-extractor-0.8.1,3,3.50E-05,0,4,2,1,3.5,0.812095514,H,T,T,0.01
6042,6042,har2case2-0.3.5,1,3.50E-05,0,2,1,1,3.5,0.831819948,H,T,T,0.01
6043,6043,aceso-0.1.0,1,3.50E-05,0,2,1,1,3.5,0.831641707,H,T,T,0.01
6044,6044,histograms-1.0.0,6,3.50E-05,0,37,5.209453366,1,3.5,0.820898789,H,T,T,0.01
6045,6045,iambic-2.4.3,6,3.50E-05,0,14,3.807354922,1,3.5,0.694148186,H,T,T,0.01
6049,6049,glitch-this-1.0.2,2,3.50E-05,0,3,1.584962501,1,3.5,0.814602634,H,T,T,0.01
6050,6050,hatch-pip-deepfreeze-0.2,2,3.50E-05,0,66,6.044394119,1,3.5,0.711031538,H,T,T,0.01
6052,6052,haravanapi-2.1.1,3,3.50E-05,0,4,2,1,3.5,0.695290826,H,T,T,0.01
6054,6054,goldfinchsong-0.1.4,3,3.50E-05,0,41,5.357552005,1,3.5,0.831608277,H,T,T,0.01
6055,6055,giveme5w1h-1.0.18,19,3.50E-05,0,204,7.672425342,1,3.5,0.804666233,H,T,T,0.01
6059,6059,gpmf-0.1,7,3.50E-05,0,84,6.392317423,1,3.5,0.847599785,H,T,T,0.01
6061,6061,abb-motion-program-exec-0.6.1,3,3.50E-05,0,44,5.459431619,1,3.5,0.710873032,H,T,T,0.01
6063,6063,hemoglobin-0.0.11,2,3.50E-05,0,30,4.906890596,1,3.5,0.832540927,H,T,T,0.01
6068,6068,hackergprat-0.3.4,16,3.50E-05,0,135,7.076815597,1,3.5,0.711002371,H,T,T,0.01
6072,6072,h5darkframes-0.1.0,6,3.50E-05,0,19,4.247927513,1,3.5,0.695216621,H,T,T,0.01
6075,6075,huaweicloudsdkcbs-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.804197679,H,T,T,0.01
6076,6076,glearn-0.21.3,7,3.50E-05,0,72,6.169925001,1,3.5,0.845267718,H,T,T,0.01
6080,6080,hidebehind-0.0.2,2,3.50E-05,0,3,1.584962501,1,3.5,0.847627787,H,T,T,0.01
6081,6081,hcpsdk-0.9.4.post12,1,3.50E-05,0,2,1,1,3.5,0.671641247,H,T,T,0.01
6082,6082,http-request-1.2,1,3.50E-05,0,2,1,1,3.5,0.695101948,H,T,T,0.01
6083,6083,gitwalker-0.1.7,1,3.50E-05,0,2,1,1,3.5,0.846740573,H,T,T,0.01
6084,6084,gkdbnf-0.4.2,2,3.50E-05,0,3,1.584962501,1,3.5,0.695114497,H,T,T,0.01
6085,6085,hublatest-0.1.3,2,3.50E-05,0,29,4.857980995,1,3.5,0.832170822,H,T,T,0.01
6086,6086,graphique-1.1,2,3.50E-05,0,30,4.906890596,1,3.5,0.682963882,H,T,T,0.01
6088,6088,grpc-google-monitoring-v3-0.11.1,3,3.50E-05,0,18,4.169925001,1,3.5,0.742899785,H,T,T,0.01
6089,6089,glypy-1.0.8,2,3.50E-05,0,3,1.584962501,1,3.5,0.670150267,H,T,T,0.01
6091,6091,hatena-haiker-0.4.0,2,3.50E-05,0,38,5.247927513,1,3.5,0.695625063,H,T,T,0.01
6092,6092,gsw-xarray-0.3.0,2,3.50E-05,0,103,6.686500527,1,3.5,0.819355515,H,T,T,0.01
6093,6093,globsim-2.0.1,8,3.50E-05,0,60,5.906890596,1,3.5,0.799842422,H,T,T,0.01
6097,6097,grepmx-1.0.0,1,3.50E-05,0,2,1,1,3.5,0.71037664,H,T,T,0.01
6098,6098,hug-raven-1.1.0,2,3.50E-05,0,42,5.392317423,1,3.5,0.711339203,H,T,T,0.01
6099,6099,gmdata-webinterface-1.0.8,4,3.50E-05,0,44,5.459431619,1,3.5,0.67584499,H,T,T,0.01
6102,6102,httpie-unixsocket-0.0.0,2,3.50E-05,0,49,5.614709844,1,3.5,0.684239,H,T,T,0.01
6103,6103,googleweather-0.0.5,2,3.50E-05,0,43,5.426264755,1,3.5,0.710986698,H,T,T,0.01
6104,6104,hf-hub-lightning-0.0.2,2,3.50E-05,0,116,6.857980995,1,3.5,0.831818682,H,T,T,0.01
6105,6105,hl7-conversion-0.1.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.831833605,H,T,T,0.01
6106,6106,http-test-client-0.3.2,2,3.50E-05,0,29,4.857980995,1,3.5,0.820530274,H,T,T,0.01
6107,6107,google-vizier-0.1.4,9,3.50E-05,0,23,4.523561956,1,3.5,0.767135329,H,T,T,0.01
6110,6110,goodtables-pandas-py-0.2.0,3,3.50E-05,0,72,6.169925001,1,3.5,0.831751224,H,T,T,0.01
6112,6112,abstract-python-exchange-rates-1.0.1,9,3.50E-05,0,38,5.247927513,1,3.5,0.84761956,H,T,T,0.01
6114,6114,hana-ml-2.16.23041300,9,3.50E-05,0,39,5.285402219,1,3.5,0.643672128,H,T,T,0.01
6116,6116,gree-0.3.2,1,3.50E-05,0,2,1,1,3.5,0.847544097,H,T,T,0.01
6117,6117,gray-py-gelf-1.2.0,1,3.50E-05,0,28,4.807354922,1,3.5,0.847540813,H,T,T,0.01
6118,6118,google-ads-api-report-fetcher-1.2.1,8,3.50E-05,0,129,7.011227255,1,3.5,0.813551688,H,T,T,0.01
6121,6121,i3-instant-layout-0.1.11,1,3.50E-05,0,5,2.321928095,1,3.5,0.81324825,H,T,T,0.01
6122,6122,a2od-0.0.5,1,3.50E-05,0,2,1,1,3.5,0.836543482,H,T,T,0.01
6123,6123,access-parser-0.0.4,2,3.50E-05,0,3,1.584962501,1,3.5,0.820929674,H,T,T,0.01
6124,6124,huaweicloudsdkdgc-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.803295052,H,T,T,0.01
6125,6125,accio-0.2,2,3.50E-05,0,29,4.857980995,1,3.5,0.79471649,H,T,T,0.01
6128,6128,hyperfoil-client-0.1.8,2,3.50E-05,0,29,4.857980995,1,3.5,0.847418426,H,T,T,0.01
6129,6129,hands-chopping-0.3.0,6,3.50E-05,0,33,5.044394119,1,3.5,0.695703562,H,T,T,0.01
6130,6130,gogpy-0.0.2,1,3.50E-05,0,28,4.807354922,1,3.5,0.832000952,H,T,T,0.01
6131,6131,heatwave-1.2.1,3,3.50E-05,0,6,2.584962501,1,3.5,0.831615989,H,T,T,0.01
6133,6133,graphepp-0.4,1,3.50E-05,0,2,1,1,3.5,0.684145459,H,T,T,0.01
6134,6134,google-search-results-serpwow-1.1.11,1,3.50E-05,0,28,4.807354922,1,3.5,0.8358826,H,T,T,0.01
6135,6135,gpml2svg-0.3.0,1,3.50E-05,0,2,1,1,3.5,0.848077883,H,T,T,0.01
6137,6137,gooimage-0.0.3,1,3.50E-05,0,2,1,1,3.5,0.821091745,H,T,T,0.01
6138,6138,heroku-env-0.6.1,3,3.50E-05,0,34,5.087462841,1,3.5,0.820077111,H,T,T,0.01
