,Id,Label,Degree,Pageranks,Eigencentrality,Reachability,Log2_reach,R_Reachability,R_Log2_reach,RiskScore,Category,PR_Category,R_Category,R_Lo10_reach
6139,6139,2dxplay-1.0.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.831825065,H,T,T,0.01
6140,6140,huaweicloudsdklts-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.80398597,H,T,T,0.01
6143,6143,hateno-0.16,2,3.50E-05,0,10,3.321928095,1,3.5,0.831119269,H,T,T,0.01
6145,6145,abstractmlbasemodeltask-0.2,5,3.50E-05,0,114,6.832890014,1,3.5,0.83181344,H,T,T,0.01
6146,6146,hmjr-0.1.3,1,3.50E-05,0,48,5.584962501,1,3.5,0.847352749,H,T,T,0.01
6148,6148,gym-novel-gridworlds-1.2,4,3.50E-05,0,33,5.044394119,1,3.5,0.675607482,H,T,T,0.01
6149,6149,hacenada-0.1.2,7,3.50E-05,0,53,5.727920455,1,3.5,0.711030515,H,T,T,0.01
6155,6155,greptools-0.9b1,1,3.50E-05,0,2,1,1,3.5,0.671641247,H,T,T,0.01
6156,6156,hdtv-22.11,7,3.50E-05,0,54,5.754887502,1,3.5,0.783850229,H,T,T,0.01
6158,6158,hmlr-frontend-jinja-1.0.0,1,3.50E-05,0,6,2.584962501,1,3.5,0.711028795,H,T,T,0.01
6159,6159,huobipoolapi-0.0.6,1,3.50E-05,0,28,4.807354922,1,3.5,0.832606359,H,T,T,0.01
6160,6160,graph-read-simulator-0.0.19,6,3.50E-05,0,20,4.321928095,1,3.5,0.685482203,H,T,T,0.01
6167,6167,hek-pool-1.5.0,3,3.50E-05,0,9,3.169925001,1,3.5,0.683152753,H,T,T,0.01
6175,6175,hostlists-0.10.669819,2,3.50E-05,0,30,4.906890596,1,3.5,0.811318877,H,T,T,0.01
6178,6178,gypse-0.2,3,3.50E-05,0,4,2,1,3.5,0.831646692,H,T,T,0.01
6181,6181,gributils-0.11.0,11,3.50E-05,0,86,6.426264755,1,3.5,0.701200311,H,T,T,0.01
6184,6184,glowingbike-1.0.10,2,3.50E-05,0,19,4.247927513,1,3.5,0.71076081,H,T,T,0.01
6189,6189,histolab-0.6.0,7,3.50E-05,0,49,5.614709844,1,3.5,0.782177769,H,T,T,0.01
6192,6192,gpu4u-0.2.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.695201262,H,T,T,0.01
6193,6193,habito-1.1.0,3,3.50E-05,0,4,2,1,3.5,0.668009952,H,T,T,0.01
6194,6194,graphio-0.9.1,2,3.50E-05,0,13,3.700439718,1,3.5,0.804006848,H,T,T,0.01
6195,6195,httpx-auth-awssigv4-0.1.4,1,3.50E-05,0,13,3.700439718,1,3.5,0.83182857,H,T,T,0.01
6196,6196,aakbar-0.17,1,3.50E-05,0,2,1,1,3.5,0.833991217,H,T,T,0.01
6197,6197,google-drive-ocr-0.2.6,6,3.50E-05,0,81,6.339850003,1,3.5,0.68399545,H,T,T,0.01
6198,6198,grid2viz-1.4.1.post1,15,3.50E-05,0,142,7.14974712,1,3.5,0.671641247,H,T,T,0.01
6205,6205,hong-0.1.0,5,3.50E-05,0,56,5.807354922,1,3.5,0.827981604,H,T,T,0.01
6206,6206,gnlse-2.0.0,6,3.50E-05,0,36,5.169925001,1,3.5,0.678738896,H,T,T,0.01
6208,6208,graphkit-learn-0.2.0.post1,10,3.50E-05,0,46,5.523561956,1,3.5,0.671641247,H,T,T,0.01
6210,6210,hobit-0.0.6,4,3.50E-05,0,46,5.523561956,1,3.5,0.691575901,H,T,T,0.01
6211,6211,gkd-0.1,1,3.50E-05,0,2,1,1,3.5,0.684145469,H,T,T,0.01
6213,6213,hivenetlib-0.9.1,26,3.50E-05,0,115,6.845490051,1,3.5,0.968241133,H,T,T,0.01
6223,6223,hhoppe-tools-1.2.9,1,3.50E-05,0,2,1,1,3.5,0.710065331,H,T,T,0.01
6224,6224,hubbypy-0.1.8,1,3.50E-05,0,28,4.807354922,1,3.5,0.846603647,H,T,T,0.01
6225,6225,hypers-cas-1.1.7,1,3.50E-05,0,2,1,1,3.5,0.654227177,H,T,T,0.01
6226,6226,gpx2spatialite-0.8.2,1,3.50E-05,0,2,1,1,3.5,0.805734477,H,T,T,0.01
6227,6227,hahusms-0.0.1,1,3.50E-05,0,28,4.807354922,1,3.5,0.847664906,H,T,T,0.01
6228,6228,grademage-0.1.6,1,3.50E-05,0,28,4.807354922,1,3.5,0.695159039,H,T,T,0.01
6229,6229,humilis-security-0.0.5,1,3.50E-05,0,65,6.022367813,1,3.5,0.832355174,H,T,T,0.01
6230,6230,htrace-0.3.0,3,3.50E-05,0,38,5.247927513,1,3.5,0.820602849,H,T,T,0.01
6231,6231,goldencopy-1.3.4,1,3.50E-05,0,21,4.392317423,1,3.5,0.831778114,H,T,T,0.01
6232,6232,abby-0.1.2,5,3.50E-05,0,27,4.754887502,1,3.5,0.847500039,H,T,T,0.01
6233,6233,hlfbt-serial-console-0.0.6,1,3.50E-05,0,2,1,1,3.5,0.84740353,H,T,T,0.01
6234,6234,granola-0.9.3,6,3.50E-05,0,21,4.392317423,1,3.5,0.820907748,H,T,T,0.01
6235,6235,helmsman-0.1.8,3,3.50E-05,0,6,2.584962501,1,3.5,0.847057048,H,T,T,0.01
6237,6237,holoext-1.0.4,6,3.50E-05,0,126,6.977279923,1,3.5,0.831539101,H,T,T,0.01
6246,6246,heedy-0.2.0,3,3.50E-05,0,55,5.781359714,1,3.5,0.664493861,H,T,T,0.01
6247,6247,hellomood-0.108,7,3.50E-05,0,39,5.285402219,1,3.5,0.69517302,H,T,T,0.01
6251,6251,ace-hunter-1.0.2,4,3.50E-05,0,38,5.247927513,1,3.5,0.847627309,H,T,T,0.01
6254,6254,gps-activity-0.7.2,8,3.50E-05,0,53,5.727920455,1,3.5,0.695077045,H,T,T,0.01
6259,6259,hostz-0.16,3,3.50E-05,0,11,3.459431619,1,3.5,0.833707391,H,T,T,0.01
6261,6261,hesperos-0.1.42,10,3.50E-05,0,226,7.820178962,1,3.5,0.831320801,H,T,T,0.01
6273,6273,graft-python-0.0.2,13,3.50E-05,0,58,5.857980995,1,3.5,0.678700509,H,T,T,0.01
6279,6279,hed-utils-5.0.0,28,3.50E-05,0,121,6.918863237,1,3.5,0.831440351,H,T,T,0.01
6282,6282,htmlie-1.0.0,2,3.50E-05,0,51,5.672425342,1,3.5,0.847085666,H,T,T,0.01
6283,6283,hu-wiwi-grades-0.1.0,5,3.50E-05,0,44,5.459431619,1,3.5,0.83191283,H,T,T,0.01
6285,6285,grannysmith-0.1,2,3.50E-05,0,29,4.857980995,1,3.5,0.695287324,H,T,T,0.01
6286,6286,hips-0.2,5,3.50E-05,0,47,5.554588852,1,3.5,0.792614336,H,T,T,0.01
6287,6287,hiyori-0.2.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.683730446,H,T,T,0.01
6290,6290,guiscrcpy-4.12.0,7,3.50E-05,0,22,4.459431619,1,3.5,0.626496238,H,T,T,0.01
6292,6292,accelerator-2023.3.10.dev1,3,3.50E-05,0,4,2,1,3.5,0.671641247,H,T,T,0.01
6293,6293,google-apis-client-generator-1.7.0,5,3.50E-05,0,74,6.209453366,1,3.5,0.820508319,H,T,T,0.01
6296,6296,griddly-1.6.7,4,3.50E-05,0,15,3.906890596,1,3.5,0.783295205,H,T,T,0.01
6297,6297,gridsync-0.4.2,12,3.50E-05,0,62,5.95419631,1,3.5,0.649064701,H,T,T,0.01
6304,6304,gym-yagw-1.0.0,3,3.50E-05,0,7,2.807354922,1,3.5,0.831913575,H,T,T,0.01
6305,6305,homomorph-0.3.0,2,3.50E-05,0,9,3.169925001,1,3.5,0.847603851,H,T,T,0.01
6306,6306,graph-ood-0.1.0,16,3.50E-05,0,180,7.491853096,1,3.5,0.812284798,H,T,T,0.01
6314,6314,goroutine-0.0.1,1,3.50E-05,0,2,1,1,3.5,0.684278561,H,T,T,0.01
6315,6315,h1-1.4.2,3,3.50E-05,0,32,5,1,3.5,0.969386084,H,T,T,0.01
6316,6316,graphsignal-0.13.4,1,3.50E-05,0,2,1,1,3.5,0.842501169,H,T,T,0.01
6317,6317,heiya-2.3.1,5,3.50E-05,0,6,2.584962501,1,3.5,0.694993539,H,T,T,0.01
6318,6318,grappler-0.1.1,2,3.50E-05,0,5,2.321928095,1,3.5,0.695196679,H,T,T,0.01
6319,6319,graphql-ws-apollo-0.4.4.4,1,3.50E-05,0,5,2.321928095,1,3.5,0.771016356,H,T,T,0.01
6320,6320,harvest-for-mightyhive-0.0.4,1,3.50E-05,0,27,4.754887502,1,3.5,0.848142537,H,T,T,0.01
6321,6321,gocept-sftpcopy-2.0,3,3.50E-05,0,14,3.807354922,1,3.5,0.795666916,H,T,T,0.01
6322,6322,google-cloud-speech-2.19.0,3,3.50E-05,0,51,5.672425342,1,3.5,0.725021669,H,T,T,0.01
6323,6323,gmocoin-backtest-0.1.2,7,3.50E-05,0,65,6.022367813,1,3.5,0.831804268,H,T,T,0.01
6324,6324,groupdocs-comparison-cloud-22.4,4,3.50E-05,0,16,4,1,3.5,0.691219601,H,T,T,0.01
6325,6325,har-server-0.0.1,2,3.50E-05,0,14,3.807354922,1,3.5,0.711008882,H,T,T,0.01
6328,6328,hopscotch-0.3.0,1,3.50E-05,0,2,1,1,3.5,0.682961752,H,T,T,0.01
6329,6329,gridstatus-0.20.0,9,3.50E-05,0,56,5.807354922,1,3.5,0.650211622,H,T,T,0.01
6331,6331,httpie-xsisip-1.0.2,1,3.50E-05,0,48,5.584962501,1,3.5,0.831754096,H,T,T,0.01
6332,6332,goes-3.3,5,3.50E-05,0,68,6.087462841,1,3.5,0.831647403,H,T,T,0.01
6334,6334,hyper-bump-it-0.4.0,6,3.50E-05,0,29,4.857980995,1,3.5,0.683689034,H,T,T,0.01
6335,6335,homevisit-0.0.1,4,3.50E-05,0,8,3,1,3.5,0.836570496,H,T,T,0.01
6339,6339,huaweicloudsdktesthub-3.0.13b0,1,3.50E-05,0,39,5.285402219,1,3.5,0.671641247,H,T,T,0.01
6341,6341,hotjar-data-wrapper-0.1.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.831847263,H,T,T,0.01
6342,6342,iam-starter-0.2.3,2,3.50E-05,0,28,4.807354922,1,3.5,0.83252064,H,T,T,0.01
6343,6343,heavytailed-1.0.3,5,3.50E-05,0,36,5.169925001,1,3.5,0.831825595,H,T,T,0.01
6344,6344,hota-0.1.0,4,3.50E-05,0,16,4,1,3.5,0.695221785,H,T,T,0.01
6345,6345,gopher-0.2.1,3,3.50E-05,0,30,4.906890596,1,3.5,0.831384479,H,T,T,0.01
6346,6346,aaftf-0.4.1,1,3.50E-05,0,4,2,1,3.5,0.828425856,H,T,T,0.01
6347,6347,grape-model-0.0.3,9,3.50E-05,0,55,5.781359714,1,3.5,0.828035111,H,T,T,0.01
6348,6348,guardpost-1.0.1,1,3.50E-05,0,2,1,1,3.5,0.831459306,H,T,T,0.01
6350,6350,hampel-0.0.5,2,3.50E-05,0,12,3.584962501,1,3.5,0.847593697,H,T,T,0.01
6351,6351,gov-uk-dashboards-9.1.1,7,3.50E-05,0,92,6.523561956,1,3.5,0.652958809,H,T,T,0.01
6353,6353,gramhopper-3.0.1,3,3.50E-05,0,15,3.906890596,1,3.5,0.673378374,H,T,T,0.01
6360,6360,go-stats-1.1.3,2,3.50E-05,0,63,5.977279923,1,3.5,0.827913064,H,T,T,0.01
6361,6361,hashdb-cli-0.1.2,2,3.50E-05,0,36,5.169925001,1,3.5,0.69521689,H,T,T,0.01
6362,6362,gocardless-pro-1.42.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.752663225,H,T,T,0.01
6363,6363,homonim-0.3.1,8,3.50E-05,0,19,4.247927513,1,3.5,0.831688678,H,T,T,0.01
6365,6365,helloworld-mkmenta-0.0.4,1,3.50E-05,0,2,1,1,3.5,0.847484349,H,T,T,0.01
6366,6366,hexrec-0.3.0,3,3.50E-05,0,5,2.321928095,1,3.5,0.694805032,H,T,T,0.01
6368,6368,gnosis-py-3.9.5,1,3.50E-05,0,103,6.686500527,1,3.5,0.611738008,H,T,T,0.01
6373,6373,h1s-2.2.18,5,3.50E-05,0,14,3.807354922,1,3.5,0.668169006,H,T,T,0.01
6376,6376,gvol-0.5.7,1,3.50E-05,0,57,5.832890014,1,3.5,0.835998774,H,T,T,0.01
6377,6377,hmi-kuberesourcereport-0.8.1,3,3.50E-05,0,40,5.321928095,1,3.5,0.84765367,H,T,T,0.01
6382,6382,hubstore-0.1.4,1,3.50E-05,0,19,4.247927513,1,3.5,0.694873406,H,T,T,0.01
6399,6399,html-from-epub-0.2.1,1,3.50E-05,0,5,2.321928095,1,3.5,0.847548372,H,T,T,0.01
6401,6401,google-cloud-appengine-admin-1.9.2,3,3.50E-05,0,51,5.672425342,1,3.5,0.779933551,H,T,T,0.01
6402,6402,gramps-webapi-0.6.1,21,3.50E-05,0,128,7,1,3.5,0.651023153,H,T,T,0.01
6407,6407,hawkrest-1.0.1,2,3.50E-05,0,11,3.459431619,1,3.5,0.794102708,H,T,T,0.01
6409,6409,gwip-1.0.0,4,3.50E-05,0,18,4.169925001,1,3.5,0.674955061,H,T,T,0.01
6410,6410,hermes-chat-0.2.2,1,3.50E-05,0,3,1.584962501,1,3.5,0.84734163,H,T,T,0.01
6412,6412,haipproxy-0.11.6,2,3.50E-05,0,3,1.584962501,1,3.5,0.791189345,H,T,T,0.01
6415,6415,glass-2023.2,5,3.50E-05,0,41,5.357552005,1,3.5,0.674487578,H,T,T,0.01
6420,6420,hydro-quebec-api-wrapper-3.0.6,4,3.50E-05,0,31,4.95419631,1,3.5,0.674945738,H,T,T,0.01
6421,6421,heaserver-folders-1.0.0a36,1,3.50E-05,0,100,6.64385619,1,3.5,0.671641247,H,T,T,0.01
6424,6424,gpd-1.1.1,7,3.50E-05,0,56,5.807354922,1,3.5,0.831823232,H,T,T,0.01
6425,6425,helloworldfromodou-0.0.1,1,3.50E-05,0,3,1.584962501,1,3.5,0.847669327,H,T,T,0.01
6426,6426,gocept-loginuser-3.0,4,3.50E-05,0,7,2.807354922,1,3.5,0.65758507,H,T,T,0.01
6428,6428,graphow-0.4,5,3.50E-05,0,172,7.426264755,1,3.5,0.831918692,H,T,T,0.01
6431,6431,groupdocs-parser-cloud-22.12,5,3.50E-05,0,17,4.087462841,1,3.5,0.678636674,H,T,T,0.01
6432,6432,hoursofoperation-0.1.12,3,3.50E-05,0,46,5.523561956,1,3.5,0.836007346,H,T,T,0.01
6433,6433,gymnasdicts-0.1.2,1,3.50E-05,0,5,2.321928095,1,3.5,0.675262084,H,T,T,0.01
6434,6434,harborapi-0.15.0,4,3.50E-05,0,24,4.584962501,1,3.5,0.710886058,H,T,T,0.01
6435,6435,iamunused-0.2.9,1,3.50E-05,0,28,4.807354922,1,3.5,0.695201702,H,T,T,0.01
6436,6436,hightop-0.1.1,1,3.50E-05,0,5,2.321928095,1,3.5,0.83176711,H,T,T,0.01
6437,6437,gym-zelda-1-0.2.2,1,3.50E-05,0,9,3.169925001,1,3.5,0.799109902,H,T,T,0.01
6440,6440,glqiwiapi-2.18.3,3,3.50E-05,0,36,5.169925001,1,3.5,0.925235385,H,T,T,0.01
6447,6447,glit-0.21,1,3.50E-05,0,2,1,1,3.5,0.684292846,H,T,T,0.01
6448,6448,gym-togyzkumalak-0.0.2,3,3.50E-05,0,7,2.807354922,1,3.5,0.847617076,H,T,T,0.01
6449,6449,hrefs-0.10,3,3.50E-05,0,14,3.807354922,1,3.5,0.710904073,H,T,T,0.01
6450,6450,helyos-agent-sdk-0.3.0,3,3.50E-05,0,16,4,1,3.5,0.711048644,H,T,T,0.01
6451,6451,hourglass-transformer-pytorch-0.0.6,2,3.50E-05,0,65,6.022367813,1,3.5,0.831756775,H,T,T,0.01
6452,6452,gspread-asyncio-1.8.1,2,3.50E-05,0,48,5.584962501,1,3.5,0.79388319,H,T,T,0.01
6454,6454,huawei-fusionsolar-0.0.3,4,3.50E-05,0,47,5.554588852,1,3.5,0.700021839,H,T,T,0.01
6455,6455,huaweicloudsdkgaussdb-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.804220262,H,T,T,0.01
6456,6456,gnssrefl-1.3.4,9,3.50E-05,0,69,6.108524457,1,3.5,0.79457144,H,T,T,0.01
6458,6458,hammertime-0.2.4,1,3.50E-05,0,4,2,1,3.5,0.821414661,H,T,T,0.01
6459,6459,grobid-client-0.8.3,6,3.50E-05,0,16,4,1,3.5,0.619759748,H,T,T,0.01
6462,6462,aca-1.1,4,3.50E-05,0,10,3.321928095,1,3.5,0.831484728,H,T,T,0.01
6463,6463,hoboken-0.5.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.685200156,H,T,T,0.01
6465,6465,31-2.0,5,3.50E-05,0,6,2.584962501,1,3.5,,L,T,T,0.01
6469,6469,higlass-schema-0.0.6,2,3.50E-05,0,19,4.247927513,1,3.5,0.831791185,H,T,T,0.01
6470,6470,glasbey-0.2.0,4,3.50E-05,0,32,5,1,3.5,0.832042614,H,T,T,0.01
6472,6472,har2requests-0.2.3,4,3.50E-05,0,12,3.584962501,1,3.5,0.657603267,H,T,T,0.01
6473,6473,google-api-service-helper-0.0.6,3,3.50E-05,0,68,6.087462841,1,3.5,0.831838516,H,T,T,0.01
6474,6474,hded25519-0.0.2,1,3.50E-05,0,5,2.321928095,1,3.5,0.836637311,H,T,T,0.01
6475,6475,hca2scea-0.1.1,5,3.50E-05,0,42,5.392317423,1,3.5,0.671569442,H,T,T,0.01
6476,6476,i3-config-builder-0.2,2,3.50E-05,0,3,1.584962501,1,3.5,0.821007444,H,T,T,0.01
6477,6477,huey-django-orm-22.7.8.3,2,3.50E-05,0,6,2.584962501,1,3.5,0.831815478,H,T,T,0.01
6479,6479,gs-wrap-1.0.5,3,3.50E-05,0,66,6.044394119,1,3.5,0.676268641,H,T,T,0.01
6480,6480,iam-role-assumer-0.2.0,2,3.50E-05,0,29,4.857980995,1,3.5,0.710892203,H,T,T,0.01
6486,6486,google-cloud-dataproc-5.4.1,4,3.50E-05,0,52,5.700439718,1,3.5,0.74424516,H,T,T,0.01
6487,6487,harder-0.0.6,3,3.50E-05,0,12,3.584962501,1,3.5,0.831775729,H,T,T,0.01
6488,6488,google-reverse-search-0.1.3,3,3.50E-05,0,31,4.95419631,1,3.5,0.832191864,H,T,T,0.01
6489,6489,gumd-0.0.21,1,3.50E-05,0,2,1,1,3.5,0.847664292,H,T,T,0.01
6491,6491,acac-0.4.0,10,3.50E-05,0,54,5.754887502,1,3.5,0.820681146,H,T,T,0.01
6494,6494,grandmasomsri-0.3,2,3.50E-05,0,29,4.857980995,1,3.5,0.847081398,H,T,T,0.01
6495,6495,greydot-api-0.8.2,3,3.50E-05,0,30,4.906890596,1,3.5,0.831554197,H,T,T,0.01
6496,6496,hanazeder-1.3.0,2,3.50E-05,0,4,2,1,3.5,0.675436938,H,T,T,0.01
6498,6498,gpgedit-0.0.8,2,3.50E-05,0,7,2.807354922,1,3.5,0.820442012,H,T,T,0.01
6499,6499,heartpy-1.2.7,3,3.50E-05,0,32,5,1,3.5,0.659996808,H,T,T,0.01
6500,6500,great-text-0.2.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.812086498,H,T,T,0.01
6501,6501,gixy-0.1.20,6,3.50E-05,0,11,3.459431619,1,3.5,0.780580742,H,T,T,0.01
6504,6504,hawkins-0.3.1,1,3.50E-05,0,3,1.584962501,1,3.5,0.832044045,H,T,T,0.01
6507,6507,h5cli-0.1.0,3,3.50E-05,0,10,3.321928095,1,3.5,0.512581199,H,T,T,0.01
6509,6509,gwws-genwch-0.0.10,3,3.50E-05,0,32,5,1,3.5,0.710955825,H,T,T,0.01
6511,6511,gs100-0.0.5,6,3.50E-05,0,51,5.672425342,1,3.5,0.831662277,H,T,T,0.01
6512,6512,htk-io-0.5,1,3.50E-05,0,2,1,1,3.5,0.695711661,H,T,T,0.01
6513,6513,gpboost-1.1.0,5,3.50E-05,0,22,4.459431619,1,3.5,0.800660685,H,T,T,0.01
6514,6514,gyptis-0.4.3,13,3.50E-05,0,100,6.64385619,1,3.5,0.662640591,H,T,T,0.01
6518,6518,google-cloud-private-catalog-0.9.2,3,3.50E-05,0,51,5.672425342,1,3.5,0.789638251,H,T,T,0.01
6519,6519,grafatko-0.2.6,2,3.50E-05,0,7,2.807354922,1,3.5,0.84746947,H,T,T,0.01
6521,6521,hjs-1.1.7,2,3.50E-05,0,3,1.584962501,1,3.5,0.831582621,H,T,T,0.01
6523,6523,grandslam-0.1.0,3,3.50E-05,0,8,3,1,3.5,0.700041581,H,T,T,0.01
6525,6525,grakel-dev-0.1a6,6,3.50E-05,0,18,4.169925001,1,3.5,0.671641247,H,T,T,0.01
6526,6526,h5grove-1.3.0,4,3.50E-05,0,10,3.321928095,1,3.5,0.667826895,H,T,T,0.01
6527,6527,hintapi-0.22.13,3,3.50E-05,0,5,2.321928095,1,3.5,0.683970143,H,T,T,0.01
6530,6530,hxl-proxy-1.29,10,3.50E-05,0,79,6.303780748,1,3.5,0.805305875,H,T,T,0.01
6532,6532,i3d-jax-0.0.1,2,3.50E-05,0,39,5.285402219,1,3.5,0.847741481,H,T,T,0.01
6541,6541,growatt-monitor-1.0.0,1,3.50E-05,0,2,1,1,3.5,0.831843996,H,T,T,0.01
6543,6543,habiter-0.7.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.684134662,H,T,T,0.01
6544,6544,abacat-0.0.2a0,6,3.50E-05,0,42,5.392317423,1,3.5,0.671641247,H,T,T,0.01
6545,6545,gserializer-1.0.6,2,3.50E-05,0,67,6.06608919,1,3.5,0.831652627,H,T,T,0.01
6546,6546,1a23-telemetry-1.0.0,6,3.50E-05,0,42,5.392317423,1,3.5,0.831812872,H,T,T,0.01
6552,6552,happy-antoineho-0.2.1rc0,5,3.50E-05,0,36,5.169925001,1,3.5,0.671641247,H,T,T,0.01
6553,6553,gleipnir-1.2.1,3,3.50E-05,0,29,4.857980995,1,3.5,0.831276709,H,T,T,0.01
6554,6554,i2cssh-0.0.16,4,3.50E-05,0,7,2.807354922,1,3.5,0.785248319,H,T,T,0.01
6557,6557,hyperpython-1.1.1,2,3.50E-05,0,4,2,1,3.5,0.832748207,H,T,T,0.01
6559,6559,griml-0.0.1,6,3.50E-05,0,104,6.700439718,1,3.5,0.71104266,H,T,T,0.01
6560,6560,hyperledger-0.1.5,2,3.50E-05,0,29,4.857980995,1,3.5,0.798799523,H,T,T,0.01
6561,6561,glyphs-0.1.3,1,3.50E-05,0,2,1,1,3.5,0.710935669,H,T,T,0.01
6562,6562,hatchbuck-1.0.23,3,3.50E-05,0,31,4.95419631,1,3.5,0.674994757,H,T,T,0.01
6563,6563,gunicorn-cache-0.1.5,2,3.50E-05,0,6,2.584962501,1,3.5,0.831898833,H,T,T,0.01
6564,6564,3d-wallet-generator-0.2.0,2,3.50E-05,0,3,1.584962501,1,3.5,0.694831702,H,T,T,0.01
6566,6566,aapy-0.12,5,3.50E-05,0,34,5.087462841,1,3.5,0.662656744,H,T,T,0.01
6567,6567,git-utils-py-0.0.7,1,3.50E-05,0,36,5.169925001,1,3.5,0.649195582,H,T,T,0.01
6568,6568,hilda-0.1.1,10,3.50E-05,0,131,7.033423002,1,3.5,0.684189618,H,T,T,0.01
6583,6583,heliosethernetsilaacooling-1.2.3,2,3.50E-05,0,4,2,1,3.5,0.710503434,H,T,T,0.01
6586,6586,greenhouse-2.2.0,1,3.50E-05,0,2,1,1,3.5,0.833652639,H,T,T,0.01
6587,6587,goldysmarthouse-2.0,6,3.50E-05,0,73,6.189824559,1,3.5,0.695580406,H,T,T,0.01
6589,6589,glitter2-0.1.0,14,3.50E-05,0,65,6.022367813,1,3.5,0.831677254,H,T,T,0.01
6601,6601,i3-xkb-switcher-0.2.1,2,3.50E-05,0,6,2.584962501,1,3.5,0.695089911,H,T,T,0.01
6603,6603,homie-0.4.1,2,3.50E-05,0,3,1.584962501,1,3.5,0.838197162,H,T,T,0.01
6604,6604,gpgi-0.11.0,1,3.50E-05,0,2,1,1,3.5,0.675154571,H,T,T,0.01
6605,6605,habaform-0.0.1,2,3.50E-05,0,29,4.857980995,1,3.5,0.847596835,H,T,T,0.01
6606,6606,graphene-validator-0.0.1,1,3.50E-05,0,8,3,1,3.5,0.675731091,H,T,T,0.01
6607,6607,handcalcs-1.6.5,4,3.50E-05,0,52,5.700439718,1,3.5,0.659016262,H,T,T,0.01
6609,6609,hermod-0.1.0,2,3.50E-05,0,4,2,1,3.5,0.831824055,H,T,T,0.01
6611,6611,goodman-focus-2.0.2,7,3.50E-05,0,96,6.584962501,1,3.5,0.694511923,H,T,T,0.01
6615,6615,huaweicloudsdkdns-3.1.36,1,3.50E-05,0,39,5.285402219,1,3.5,0.80343195,H,T,T,0.01
6616,6616,gui-executor-0.18.3,9,3.50E-05,0,88,6.459431619,1,3.5,0.683220881,H,T,T,0.01
6620,6620,google-searching-0.8.1,2,3.50E-05,0,29,4.857980995,1,3.5,0.694978257,H,T,T,0.01
6621,6621,gpjax-0.5.9,11,3.50E-05,0,41,5.357552005,1,3.5,0.646165039,H,T,T,0.01
6627,6627,handyspark-0.2.2a1,9,3.50E-05,0,49,5.614709844,1,3.5,0.671641247,H,T,T,0.01
6630,6630,haar-pytorch-2021.11.16.0,1,3.50E-05,0,64,6,1,3.5,0.831920228,H,T,T,0.01
6631,6631,heatpump-act-0.1.1,8,3.50E-05,0,29,4.857980995,1,3.5,0.684049952,H,T,T,0.01
6633,6633,heisler-0.1.1,2,3.50E-05,0,29,4.857980995,1,3.5,0.831838596,H,T,T,0.01
6634,6634,hetzner-control-1.0.0,3,3.50E-05,0,35,5.129283017,1,3.5,0.831813276,H,T,T,0.01
6635,6635,gributils-annotator-0.11,3,3.50E-05,0,30,4.906890596,1,3.5,0.711622451,H,T,T,0.01
6637,6637,huawei-solar-2.2.6,4,3.50E-05,0,6,2.584962501,1,3.5,0.647042301,H,T,T,0.01
6639,6639,hgc-0.3.1,6,3.50E-05,0,23,4.523561956,1,3.5,0.675541079,H,T,T,0.01
6643,6643,hk1980-0.1.1,1,3.50E-05,0,3,1.584962501,1,3.5,0.831782884,H,T,T,0.01
6644,6644,govtrack2csv-1.0.1,2,3.50E-05,0,13,3.700439718,1,3.5,0.695716348,H,T,T,0.01
6645,6645,hatsudenki-0.0.2,7,3.50E-05,0,46,5.523561956,1,3.5,0.847843195,H,T,T,0.01
6656,6656,hatak-0.2.7.11,3,3.50E-05,0,27,4.754887502,1,3.5,0.682532551,H,T,T,0.01
6660,6660,hawk-0.1,4,3.50E-05,0,22,4.459431619,1,3.5,0.710450084,H,T,T,0.01
6664,6664,gym-md-0.5.2,3,3.50E-05,0,29,4.857980995,1,3.5,0.820238608,H,T,T,0.01
6665,6665,gitwebui-0.1.1,2,3.50E-05,0,11,3.459431619,1,3.5,0.797447169,H,T,T,0.01
6666,6666,hypothesis-geometry-7.3.0,7,3.50E-05,0,22,4.459431619,1,3.5,0.829814963,H,T,T,0.01
6667,6667,gmm-mi-0.4.3,6,3.50E-05,0,43,5.426264755,1,3.5,0.82070832,H,T,T,0.01
6668,6668,great-tool-ops-0.0.7,8,3.50E-05,0,30,4.906890596,1,3.5,0.775545396,H,T,T,0.01
6671,6671,haaiolifx-0.8.2,2,3.50E-05,0,3,1.584962501,1,3.5,0.662703364,H,T,T,0.01
6672,6672,goodcalculator-0.0.10,1,3.50E-05,0,2,1,1,3.5,0.616656501,H,T,T,0.01
6673,6673,i6-0.0.5,5,3.50E-05,0,45,5.491853096,1,3.5,0.761216296,H,T,T,0.01
6675,6675,haskpy-0.3.0,3,3.50E-05,0,14,3.807354922,1,3.5,0.848864711,H,T,T,0.01
